EM1 EM2 EM3
1.731824112822344663e-01 3.852030392094666356e-01 4.416145495082988148e-01
1.761815540300585292e-01 3.880709926724459358e-01 4.357474532974955350e-01
1.649936111313489717e-01 3.870812110572438569e-01 4.479251778114070603e-01
1.803373845235147210e-01 3.928124121018836679e-01 4.268502033746017221e-01
1.857150164211557319e-01 3.820841534061103495e-01 4.322008301727339186e-01
1.731520422005330961e-01 3.679199387585647685e-01 4.589280190409021354e-01
1.762407909641737769e-01 3.707812165305020558e-01 4.529779925053242229e-01
1.672037543628577538e-01 4.049285923227464723e-01 4.278676533143958016e-01
1.829844834648005625e-01 4.100706679788109765e-01 4.069448485563883500e-01
1.884518687180404273e-01 3.991800548228761070e-01 4.123680764590834658e-01
1.759736376224974030e-01 3.858934462801181797e-01 4.381329160973845283e-01
1.788202583507136068e-01 3.884491553671313158e-01 4.327305862821550497e-01
1.966113910029119449e-01 3.969546161387945693e-01 4.064339928582935690e-01
2.032508113808638717e-01 4.105656108248109115e-01 3.861835777943252168e-01
2.120377572606018668e-01 3.965132591746883262e-01 3.914489835647098626e-01
2.008551372699547699e-01 3.824157902760193517e-01 4.167290724540259061e-01
2.081109834730653085e-01 3.797953430283981247e-01 4.120936734985365946e-01
1.916858413090112290e-01 3.891281695266766150e-01 4.191859891643122116e-01
1.980044151776385042e-01 4.017943970782971719e-01 4.002011877440644350e-01
2.068784172550824918e-01 3.882325317521903019e-01 4.048890509927270398e-01
1.954627558495520834e-01 3.741900304466034832e-01 4.303472137038444334e-01
2.028188611761831406e-01 3.718206279935049596e-01 4.253605108303117888e-01
1.905921016923054767e-01 3.727775781976125913e-01 4.366303201100819043e-01
1.966938385310615101e-01 3.867424601141170037e-01 4.165637013548214029e-01
2.055394434692067729e-01 3.729654136116705709e-01 4.214951429191224896e-01
1.941603913681726190e-01 3.581239626318581393e-01 4.477156459999692695e-01
2.014907707761071642e-01 3.558361224521895405e-01 4.426731067717034063e-01
1.922972812166409973e-01 3.909756427584407112e-01 4.167270760249184303e-01
1.988702831681239680e-01 4.044755283838067372e-01 3.966541884480691560e-01
2.076700812746121172e-01 3.905773415727089026e-01 4.017525771526789802e-01
1.963741005671198470e-01 3.765812091332500500e-01 4.270446902996299920e-01
2.036099326593873993e-01 3.738871299467482201e-01 4.225029373938644639e-01
1.914322882823103478e-01 3.740477032297325199e-01 4.345200084879571323e-01
1.918219480298959390e-01 3.953517843645818486e-01 4.128262676055221014e-01
2.029260765571884451e-01 3.790989619147358547e-01 4.179749615280757280e-01
1.922683329444981604e-01 3.638225510359366366e-01 4.439091160195650643e-01
2.007087296198649395e-01 3.607294426151091415e-01 4.385618277650258912e-01
1.862959120377159772e-01 3.659219125916664539e-01 4.477821753706175412e-01
1.864331568966032526e-01 3.863416008130445278e-01 4.272252422903521918e-01
1.975962464940562713e-01 3.705650993813855432e-01 4.318386541245582411e-01
1.867149936756455908e-01 3.552841927974264569e-01 4.580008135269280078e-01
1.953124399809148537e-01 3.523731954335944105e-01 4.523143645854906247e-01
1.841870513957392652e-01 3.505526223185073120e-01 4.652603262857534228e-01
1.844001831698087179e-01 3.718505202257585962e-01 4.437492966044325748e-01
1.953507610725790655e-01 3.562056962765072221e-01 4.484435426509136291e-01
1.845299504125284540e-01 3.402011986984738723e-01 4.752688508889977292e-01
1.929247519206119810e-01 3.375277116412357392e-01 4.695475364381523353e-01
1.861559813055080892e-01 3.684667460451705456e-01 4.453772726493213652e-01
1.866190610157381635e-01 3.894974681971739017e-01 4.238834707870879348e-01
1.976593002175489888e-01 3.734723008088149387e-01 4.288683989736359892e-01
1.868885048354063383e-01 3.583202092610879297e-01 4.547912859035057043e-01
1.953006761164961524e-01 3.552078628787663783e-01 4.494914610047374692e-01
1.866226556741039100e-01 3.830803249745414751e-01 4.302970193513546704e-01
1.848405639140670298e-01 4.067624752661596066e-01 4.083969608197733914e-01
1.962394396082647319e-01 3.900412319672145189e-01 4.137193284245208047e-01
1.855427032940931142e-01 3.751480547205536809e-01 4.393092419853532049e-01
1.954798061981814217e-01 3.700520975992783179e-01 4.344680962025402327e-01
1.828144823470033986e-01 3.740634716882954014e-01 4.431220459647012277e-01
1.808433554818140720e-01 3.968921428972538301e-01 4.222645016209320423e-01
1.923131223819445346e-01 3.806577250607830476e-01 4.270291525572723068e-01
1.814419532782414746e-01 3.656295439479211873e-01 4.529285027738373381e-01
1.914087168239697878e-01 3.608800290969016444e-01 4.477112540791286510e-01
1.803398717670703089e-01 3.588472501507608547e-01 4.608128780821688086e-01
1.785882546130331816e-01 3.825375517875154729e-01 4.388741935994512344e-01
1.898455056709153765e-01 3.663602621086803901e-01 4.437942322204042611e-01
1.790512075968723193e-01 3.506480335755416400e-01 4.703007588275861517e-01
1.888581907393627746e-01 3.460365453748637798e-01 4.651052638857735566e-01
1.818751714382085272e-01 3.772544089508497733e-01 4.408704196109416440e-01
1.801785499260575019e-01 4.006716387513633015e-01 4.191498113225791688e-01
1.915341493022983677e-01 3.841666334631378965e-01 4.242992172345638746e-01
1.807847828929836642e-01 3.693312868449253328e-01 4.498839302620910585e-01
1.906271361667914166e-01 3.642624228160860067e-01 4.451104410171226045e-01
1.871303497782595138e-01 3.938004125391906807e-01 4.190692376825497223e-01
1.920711085709222721e-01 4.099199934920461641e-01 3.980088979370315916e-01
2.018062449010979142e-01 3.948557557894024628e-01 4.033379993094996507e-01
1.900690632273188962e-01 3.809641430041231236e-01 4.289667937685579524e-01
1.973583213757343080e-01 3.787497080494870993e-01 4.238919705747785094e-01
1.808639493375875651e-01 3.865917415397908119e-01 4.325443091226215953e-01
1.855805540030598111e-01 4.017331543298995333e-01 4.126862916670406278e-01
1.953613152236935990e-01 3.872039282910934022e-01 4.174347564852129433e-01
1.833623834988039325e-01 3.733763461315425247e-01 4.432612703696535705e-01
1.907964954445029171e-01 3.714272025471740957e-01 4.377763020083230150e-01
1.799467884697886488e-01 3.703216249130851789e-01 4.497315866171260335e-01
1.845897261936172984e-01 3.866741539501226677e-01 4.287361198562599229e-01
1.941754953029974917e-01 3.720107343448896264e-01 4.338137703521127708e-01
1.823026719333349366e-01 3.573987572918475020e-01 4.602985707748174504e-01
1.896553610874429641e-01 3.555246593506610764e-01 4.548199795618958485e-01
1.818827119491957522e-01 3.882309265363901862e-01 4.298863615144140615e-01
1.868614795725607181e-01 4.041387143774238244e-01 4.089998060500154020e-01
1.965512678843089889e-01 3.892858974092035518e-01 4.141628347064874593e-01
1.846913914684871760e-01 3.755115642373202944e-01 4.397970442941924740e-01
1.919967056953117146e-01 3.732278376232647799e-01 4.347754566814235333e-01
1.863234978071234005e-01 3.983677765032641593e-01 4.153087256896123569e-01
1.941818452241858839e-01 4.108718781897585104e-01 3.949462765860556890e-01
2.026185097355491238e-01 3.972835087733198600e-01 4.000979814911310717e-01
1.914558651657453647e-01 3.826573219833378503e-01 4.258868128509168960e-01
1.963031981500723555e-01 3.834617617789150001e-01 4.202350400710126443e-01
1.797131503867615276e-01 3.913628779277902314e-01 4.289239716854482132e-01
1.872946907719142962e-01 4.029164330481087020e-01 4.097888761799769464e-01
1.957941584117904588e-01 3.898546792653534987e-01 4.143511623228560703e-01
1.843550700832145839e-01 3.753293824566625303e-01 4.403155474601229691e-01
1.893953017778908232e-01 3.763449217108381650e-01 4.342597765112710673e-01
1.789626528176565534e-01 3.749150726657962673e-01 4.461222745165471237e-01
1.864113332378531385e-01 3.877306791835385402e-01 4.258579875786083768e-01
1.947423319091369509e-01 3.745161743023466827e-01 4.307414937885163386e-01
1.833992600713077736e-01 3.591943675563294969e-01 4.574063723723628683e-01
1.884319609235527160e-01 3.602486348138258521e-01 4.513194042626214597e-01
1.812375924155038009e-01 3.925816456848840175e-01 4.261807618996121816e-01
1.890844069097789848e-01 4.049276238941243444e-01 4.059879691960966430e-01
1.974797428509529051e-01 3.915438455322708955e-01 4.109764116167762271e-01
1.862036469790597226e-01 3.770295856984478000e-01 4.367667673224925884e-01
1.910991017364583322e-01 3.777201464131260678e-01 4.311807518504156000e-01
