EM1 EM2 EM3
3.450544428750144943e-02 7.947705666118597412e-01 1.707239891006387122e-01
5.701242205389563805e-02 7.611902149493003922e-01 1.817973629968040461e-01
5.151718770694670851e-02 7.702590352868529111e-01 1.782237770062002069e-01
1.982142077091680540e-02 7.902250754866312343e-01 1.899535037424520123e-01
1.240664447239648027e-01 7.295940233550205489e-01 1.463395319210145096e-01
3.671106027116871617e-02 7.842415328276176600e-01 1.790474069012135405e-01
5.871925236390002079e-02 7.481279346031851629e-01 1.931528130329148718e-01
5.448611970454263730e-03 7.888005361941129445e-01 2.057508518354328186e-01
1.911744613652830577e-02 8.028525429057563612e-01 1.780300109577153955e-01
3.322713052396075728e-02 7.985338613362026328e-01 1.682390081398366377e-01
1.285303225915593317e-01 7.816836846660969451e-01 8.978599274234361216e-02
5.825322935108300654e-02 8.007970510283780596e-01 1.409497196205389546e-01
8.892079254144719114e-02 7.471943057809938837e-01 1.638849016775590361e-01
8.158652168777691294e-17 8.290506286785096490e-01 1.709493713214901567e-01
9.784234645244625772e-02 7.761826903270020450e-01 1.259749632205517667e-01
1.031487014618775733e-01 7.707333100749724775e-01 1.261179884631499770e-01
9.709573840528096245e-02 7.442412988395998852e-01 1.586629627551191801e-01
7.975280292280152727e-02 7.668586160023584952e-01 1.533885810748399359e-01
5.384346409546300616e-02 7.898058029905105082e-01 1.563507329140265412e-01
9.561428835089574862e-02 7.719133099257312614e-01 1.324724017233729900e-01
1.012308496185841261e-01 7.665019145070992579e-01 1.322672358743166021e-01
9.583401935797425386e-02 7.415013477099852146e-01 1.626646329320406148e-01
7.882746581988897550e-02 7.643757978234352324e-01 1.567967363566757921e-01
5.506399516463761357e-02 7.780145833654289467e-01 1.669214214699334675e-01
9.656315967611944773e-02 7.633258886439816537e-01 1.401109516798988153e-01
1.019215125504854963e-01 7.577595224256716833e-01 1.403189650238428066e-01
9.325149191362143430e-02 7.338226595858695633e-01 1.729258485005090162e-01
7.965227400187327444e-02 7.524324113274474257e-01 1.679153146706793276e-01
5.410094820868461413e-02 7.900971168338402073e-01 1.558019349574752410e-01
9.686041153256273739e-02 7.735761422941180854e-01 1.295634461733193021e-01
1.020993083794465295e-01 7.681694186029647264e-01 1.297312730175888273e-01
9.556362268245993663e-02 7.416653242402643231e-01 1.627710530772757958e-01
1.222355669817352386e-01 7.362122257549924553e-01 1.415522072632723061e-01
3.859764270989222978e-02 7.625889285373966819e-01 1.988134287527111022e-01
8.303394117100615368e-02 7.478535295526391735e-01 1.691125292763545895e-01
8.333609684259883632e-02 7.486046992202228800e-01 1.680592039371783530e-01
7.037100135269042100e-02 7.283343871595334695e-01 2.012946114877760539e-01
6.827218414675352565e-02 7.330570067100088405e-01 1.986708091432375645e-01
3.723538184521291271e-18 7.776965953288799138e-01 2.223034046711200029e-01
8.006539138175113035e-02 7.427480944332184309e-01 1.771865141850303416e-01
8.083284518125473384e-02 7.432522646896040364e-01 1.759148901291411327e-01
6.880087767416397104e-02 7.244984805080100232e-01 2.067006418178260474e-01
6.667909837772074966e-02 7.298762310461769376e-01 2.034446705761022989e-01
3.801250247071193827e-02 7.442333379243807334e-01 2.177541596049074046e-01
8.104270514952931215e-02 7.319926008904438230e-01 1.869646939600268232e-01
8.152090674784293056e-02 7.323654808391765192e-01 1.861136124129805225e-01
6.949507041660792084e-02 7.105925575983337295e-01 2.199123719850583636e-01
6.728871042112197220e-02 7.158783506843907629e-01 2.168329388944872926e-01
0.000000000000000000e+00 7.777260810628321419e-01 2.222739189371677748e-01
8.078708139206933203e-02 7.439744365833219630e-01 1.752384820246087604e-01
8.116751862311494259e-02 7.444839545130327307e-01 1.743485268638523267e-01
6.803530823788757342e-02 7.240482868801143557e-01 2.079164048819981403e-01
6.590891736692996994e-02 7.292530355896312821e-01 2.048380470434388034e-01
0.000000000000000000e+00 7.851129020448238682e-01 2.148870979551761040e-01
7.794970650925495126e-02 7.534264977866004243e-01 1.686237957041445967e-01
7.860414790277504837e-02 7.536051467744554477e-01 1.677907053227694900e-01
7.331851777636511081e-02 7.257481698355178201e-01 2.009333123881171246e-01
7.174842510805395923e-02 7.298160795442044657e-01 1.984354953477416028e-01
4.003672075056999985e-02 7.567868481327068020e-01 2.031764311167232051e-01
7.613411758150730180e-02 7.484806772246235251e-01 1.753852051938691869e-01
7.719986043171771228e-02 7.485928574007394420e-01 1.742072821675429151e-01
7.280763560847215710e-02 7.220312484692625876e-01 2.051611159222651581e-01
7.812467740279102624e-02 7.292683888711787299e-01 1.926069337260302161e-01
4.102816333356840844e-02 7.427331708862758841e-01 2.162386657801558254e-01
7.682226307503731144e-02 7.375984518686895530e-01 1.855792850562731355e-01
7.763680687753202192e-02 7.375355487462454951e-01 1.848276443762225385e-01
7.829539178409208877e-02 7.103723253091063228e-01 2.113322829068015052e-01
7.164303611417818796e-02 7.125451309030856883e-01 2.158118329827360959e-01
1.737928823863567865e-17 7.788112636901910468e-01 2.211887363098088977e-01
1.880610312588819333e-02 7.865239622629988103e-01 1.946699346111129825e-01
7.683257081563402147e-02 7.497948422147784342e-01 1.733725869695875998e-01
7.361757523839099204e-02 7.307646251685142591e-01 1.956177995930947766e-01
6.997794512449621862e-02 7.259767986625454972e-01 2.040452562129581593e-01
6.184661174505529847e-18 8.091501546908401732e-01 1.908498453091598546e-01
3.334034801836208844e-02 7.997612977860771855e-01 1.668983541955608163e-01
9.020324943860340283e-02 7.623100353524178141e-01 1.474867152089789635e-01
7.001257966806306854e-02 7.511870781441890577e-01 1.788003421877478183e-01
6.484035739208734994e-02 7.594057929398149165e-01 1.757538496680976225e-01
0.000000000000000000e+00 8.016442445184270849e-01 1.983557554815727764e-01
8.651207527511309281e-02 7.561065467524544781e-01 1.573813779724325401e-01
8.382569376587345467e-02 7.585620867844807824e-01 1.576122194496458184e-01
6.756163256281273732e-02 7.475872199873048185e-01 1.848511474498823748e-01
6.252668021273666277e-02 7.562565552173917682e-01 1.812167645698717355e-01
3.899357295152541120e-02 7.678483138196521285e-01 1.931581132288223701e-01
8.792080520321708670e-02 7.467819439983499619e-01 1.652972507984329376e-01
8.803535107524063097e-02 7.477256937957854621e-01 1.642389551289739902e-01
6.882350896165378984e-02 7.349026940886289605e-01 1.962737969497171941e-01
6.378958932493211664e-02 7.434438212326321960e-01 1.927665894424356596e-01
1.890750246899724417e-17 8.102737690640958723e-01 1.897262309359042387e-01
8.801643064742686873e-02 7.574763205975247882e-01 1.545072487550483153e-01
8.798566258323957390e-02 7.586013233879959072e-01 1.534130140287643107e-01
6.892353472320039698e-02 7.551881594240902329e-01 1.758883058527093424e-01
6.270273535889704652e-02 7.555602349863909106e-01 1.817370296547119735e-01
3.221691346222702904e-18 8.146766816531626487e-01 1.853233183468374345e-01
4.250189552335303933e-02 7.967208904043514561e-01 1.607772140722955878e-01
1.001041287085496501e-01 7.576995837058773109e-01 1.421962875855730668e-01
7.667590688697877022e-02 7.504592798171354495e-01 1.728648132958857386e-01
7.179463128499083413e-02 7.583898787247983497e-01 1.698154899902108717e-01
0.000000000000000000e+00 8.067306203796137387e-01 1.932693796203862890e-01
1.357758665247036645e-01 7.275491211998856844e-01 1.366750122754105679e-01
9.645548399330029776e-02 7.525540346118758661e-01 1.509904813948239333e-01
7.386865831166804230e-02 7.468568598948195358e-01 1.792744817935125745e-01
1.818666946825444122e-02 7.887988792310511865e-01 1.930144513006944451e-01
3.611728554834291368e-18 7.957721402061131988e-01 2.042278597938868290e-01
1.360459937003242470e-01 7.194620404543391468e-01 1.444919658453366063e-01
9.753706237203618734e-02 7.433800980995213248e-01 1.590828395284424324e-01
7.508930749250757042e-02 7.344620484538618710e-01 1.904486440536305170e-01
1.089130816475321339e-01 7.188205771635214347e-01 1.722663411889463758e-01
0.000000000000000000e+00 8.079632272843458862e-01 1.920367727156540860e-01
9.639207076024795817e-02 7.548028298055623475e-01 1.488050994341898192e-01
9.798092517086427755e-02 7.539711720323947208e-01 1.480479027967409600e-01
7.446996813100259516e-02 7.463226382913791257e-01 1.792073935776182791e-01
6.976146622483891946e-02 7.545084052640957939e-01 1.757301285110653977e-01
