EM1 EM2 EM3
7.417761515109769777e-01 9.998063432248018023e-02 1.582432141665429115e-01
8.121475423195263499e-01 4.304455560598670349e-02 1.448079020744868772e-01
7.307975887737390153e-01 1.202196919665024927e-01 1.489827192597585059e-01
7.369552007671370530e-01 7.146352941608612175e-02 1.915812698167769779e-01
7.307884029459220665e-01 1.542102177452182588e-01 1.150013793088596054e-01
7.185560328335272029e-01 1.599146147583684341e-01 1.215293524081043353e-01
7.690334889865682033e-01 1.065955852203913923e-01 1.243709257930403905e-01
7.376648547750972451e-01 1.139976876225600316e-01 1.483374576023427094e-01
7.430354857826484416e-01 7.518171788870160743e-02 1.817827963286499093e-01
8.051575007553014585e-01 6.436576586850939474e-02 1.304767333761892578e-01
8.079562392972445828e-01 6.003469147037787668e-02 1.320090692323776238e-01
7.503818441969706265e-01 8.139210456799905735e-02 1.682260512350302606e-01
8.170072628100072398e-01 4.752217684233125267e-02 1.354705603476616393e-01
7.932546077330864254e-01 4.925620123772737891e-02 1.574891910291862096e-01
7.993970432747671273e-01 4.972260082283337657e-02 1.508803559023995100e-01
7.953570534512093282e-01 6.785547595771942997e-02 1.367874705910712418e-01
8.130992984790184064e-01 3.144696774299367975e-02 1.554537337779879347e-01
8.697558035205079641e-01 1.214542236668557373e-02 1.180987741128065871e-01
7.888323092959058647e-01 4.879261688046277606e-02 1.623750738236313385e-01
7.814202606490854297e-01 7.686124941184974135e-02 1.417184899390648289e-01
7.925487455063771058e-01 6.794662728548758746e-02 1.395046272081352512e-01
8.092438866373024009e-01 3.143675968027370010e-02 1.593193536824239198e-01
7.926979700614090740e-01 7.085197273746460245e-02 1.364500572011263513e-01
7.822331549180985277e-01 4.491988029074824029e-02 1.728469647911532459e-01
7.749294969995719207e-01 7.277185583604320329e-02 1.522986471643848205e-01
7.858635004814468195e-01 6.397911025652242012e-02 1.501573892620307049e-01
8.023972220626324203e-01 2.783905266066688880e-02 1.697637252767006111e-01
7.981545359891427660e-01 7.390716756626761197e-02 1.279382964445897330e-01
7.890564854419401808e-01 4.853228930799972224e-02 1.624112252500601039e-01
7.807113420353464228e-01 7.624584849420260046e-02 1.430428094704509767e-01
7.916571369562802607e-01 6.724152468653472881e-02 1.411013383571851354e-01
8.084984590341085520e-01 3.065875411860081654e-02 1.608427868472905864e-01
8.113557921570123677e-01 5.244425799258750631e-02 1.361999498504000428e-01
8.001919394020813314e-01 3.030502262436467892e-02 1.695030379735540105e-01
7.935005395899052960e-01 5.469729208676984283e-02 1.518021683233248265e-01
8.059394820376715174e-01 4.472423201444832713e-02 1.493362859478801208e-01
8.114078358536805924e-01 3.252908021876244060e-02 1.560630839275570225e-01
8.076935703540156775e-01 5.226149264937525463e-02 1.400449369966090818e-01
7.951127042996543048e-01 2.989563648358360345e-02 1.749916592167619911e-01
7.900197860732790511e-01 5.468815060610718315e-02 1.552920633206137380e-01
8.025055408530659129e-01 4.478042220323513734e-02 1.527140369436990608e-01
8.074109511243450221e-01 3.237250498610924621e-02 1.602165438895457594e-01
8.008875461812569041e-01 4.947799153097767050e-02 1.496344622877653352e-01
7.876760774959742362e-01 2.695061548177378127e-02 1.853733070222521040e-01
7.826924011674125659e-01 5.144683713350359927e-02 1.658607616990838973e-01
7.960119764010601395e-01 4.038333292423139376e-02 1.636046906747084251e-01
7.999792936601388682e-01 2.952037947213266567e-02 1.705003268677284523e-01
8.063034261147712378e-01 5.199977873957762481e-02 1.416967951456511443e-01
7.944987932620485305e-01 2.993502603913304402e-02 1.755661806988184637e-01
7.884246509288217464e-01 5.438047286151234672e-02 1.571948762096659347e-01
8.007347049911844872e-01 4.440755302666790638e-02 1.548577419821475232e-01
8.062497003685054064e-01 3.217575215666093613e-02 1.615745474748336297e-01
8.100246199394096625e-01 5.307219176846935532e-02 1.369031882921208920e-01
8.000079989014201587e-01 2.989750987750083855e-02 1.700944912210790028e-01
7.940285506726210141e-01 5.334153386832821142e-02 1.526299154590507468e-01
8.060640316791748416e-01 4.376457150094104770e-02 1.501713968198842564e-01
8.117192671267791093e-01 3.146272526100598460e-02 1.568180076122148436e-01
8.067175371862281841e-01 5.255433525442854831e-02 1.407281275593432468e-01
7.952937560354064184e-01 2.908786716016319163e-02 1.756183768044305149e-01
7.850026555225698699e-01 5.665707849041460437e-02 1.583402659870156437e-01
8.029741663925100692e-01 4.347048546078220721e-02 1.535553481467079040e-01
8.080704369579201352e-01 3.092379613952469380e-02 1.610057669025552751e-01
7.998674868534749738e-01 4.979979782135324912e-02 1.503327153251717840e-01
7.929441711661784353e-01 3.000223612902547590e-02 1.770535927047962033e-01
7.835436183257771248e-01 4.977888487401734702e-02 1.666774968002053825e-01
7.953822435422100989e-01 4.044609079496349485e-02 1.641716656628262605e-01
8.006008021541233255e-01 2.812342638767991940e-02 1.712757714581966961e-01
8.051359764453730472e-01 5.248875003083625784e-02 1.423752735237906464e-01
7.944677689514435537e-01 2.937796465268216473e-02 1.761542663958743093e-01
7.891293062964186422e-01 5.288686952743896358e-02 1.579838241761424567e-01
8.010083490746273682e-01 4.331525697265330849e-02 1.556763939527193441e-01
8.067235024663815812e-01 3.095233487843766090e-02 1.623241626551807093e-01
8.024458990361610367e-01 6.266386600636646154e-02 1.348902349574724047e-01
7.941221787871024507e-01 3.737590112375027002e-02 1.685019200891471891e-01
7.850361203402080879e-01 6.471480214468366965e-02 1.502490775151081870e-01
7.964333816254164367e-01 5.563437539098921997e-02 1.479322429835942809e-01
8.027932068001094601e-01 4.214927896556781156e-02 1.550575142343228741e-01
7.984539054493587917e-01 6.287014398336064624e-02 1.386759505672805759e-01
7.884767343801055706e-01 3.768463481186820618e-02 1.738386308080262233e-01
7.811884842845914223e-01 6.519058729425881993e-02 1.536209284211497439e-01
7.926415679941146708e-01 5.616547586606179115e-02 1.511929561398235866e-01
7.984585221954713097e-01 4.245644710123944870e-02 1.590850307032893041e-01
7.922103198230001642e-01 5.950818249244044927e-02 1.482814976845592825e-01
7.816956712408813512e-01 3.398617017277317381e-02 1.843181585863454819e-01
7.744674436946201723e-01 6.130796860780922397e-02 1.642245876975706453e-01
7.857129549783713474e-01 5.243120037962756969e-02 1.618558446420011732e-01
7.915807669453110984e-01 3.895844732402498067e-02 1.694607857306639487e-01
7.974469884380551710e-01 6.212893583590133051e-02 1.404240757260435124e-01
7.883554480328783809e-01 3.704417455052889940e-02 1.746003774165926503e-01
7.800050569827904345e-01 6.434420255830101965e-02 1.556507404589085042e-01
7.912822137365530528e-01 5.523742461922478281e-02 1.534803616442221297e-01
7.976600019324233681e-01 4.173181717669836172e-02 1.606081808908782493e-01
7.949886498594412876e-01 7.212990471156294214e-02 1.328814454289959368e-01
7.865420859633838191e-01 4.680660449541158147e-02 1.666513095412046619e-01
7.769115654260709825e-01 7.507013290581392162e-02 1.480183016681151653e-01
7.882226893242558763e-01 6.602082435778160174e-02 1.457564863179625358e-01
7.952515113885508802e-01 5.163646320125349354e-02 1.531120254101957234e-01
7.909185365300230863e-01 7.239155944238166718e-02 1.366899040275952604e-01
7.809571162444612913e-01 4.704199160536983587e-02 1.720008921501688937e-01
7.184904859838777691e-01 1.098121405157984620e-01 1.716973735003238799e-01
7.843389891042725770e-01 6.662433626883090820e-02 1.490366746268965703e-01
7.908312341607757201e-01 5.202649855792291361e-02 1.571422672813014010e-01
7.848325126752668801e-01 6.897811866998240782e-02 1.461893686547507676e-01
7.742550585250627115e-01 4.337424964240965686e-02 1.823706918325275761e-01
7.664356933365206181e-01 7.165960264063618579e-02 1.619047040228431544e-01
7.775898382236656747e-01 6.281962886980491101e-02 1.595905329065293587e-01
7.841197269005369952e-01 4.845800090816209521e-02 1.674222721913009027e-01
7.900604372162333133e-01 7.149110074431963557e-02 1.384484620394469956e-01
7.809076048599523645e-01 4.632196886578544143e-02 1.727704262742622010e-01
7.719563583558141096e-01 7.458611399371987971e-02 1.534575276504659691e-01
7.831373773894158008e-01 6.551597717618212746e-02 1.513466454344022105e-01
7.901941399655667553e-01 5.111223849137105923e-02 1.586936215430623243e-01
