EM1 EM2 EM3 cv
9.200387834649934149e+00 6.909713474751303863e+01 2.170247741783700945e+01 4.174862356867149737e-02
1.229489739945157467e+01 6.804564790256256401e+01 1.965945469798586487e+01 3.799999999999999906e-02
1.054562678419462252e+01 6.886338827107034888e+01 2.059098494473504815e+01 3.799999999999999906e-02
1.122407920593804320e+01 6.963374152938766315e+01 1.914217926467429720e+01 3.799999999999999906e-02
9.432988225140412908e+00 7.131561427188080415e+01 1.925139750297879004e+01 4.066178040522986509e-02
1.221150109214137380e+01 6.726744678638388564e+01 2.052105212147474589e+01 3.800000000000004069e-02
1.029187163551550377e+01 6.859250573245843441e+01 2.111562263202605294e+01 3.800000000000004069e-02
1.118291588903756484e+01 6.852882634533688133e+01 2.028825776562555205e+01 3.800000000000004069e-02
9.331323480604998721e+00 7.037419642096462269e+01 2.029448009843039102e+01 4.025449292440827498e-02
1.205330091328001529e+01 6.609028352228894221e+01 2.185641556443104605e+01 3.800000000000000600e-02
1.000159833709063939e+01 6.786210701338121964e+01 2.213629464952816406e+01 3.800000000000000600e-02
1.077249561495966645e+01 6.830835851276954429e+01 2.091914587227078215e+01 3.800000000000000600e-02
9.177679127396880077e+00 6.933600638115458992e+01 2.148631449144852112e+01 3.970937068105404727e-02
1.166739727389068193e+01 6.822534907434146589e+01 2.010725365176785928e+01 3.799999999999999906e-02
1.007567599964447425e+01 6.885960827439281218e+01 2.106471572596271358e+01 3.799999999999999906e-02
1.066754273653550555e+01 6.936821375686425029e+01 1.996424350660024771e+01 3.799999999999999906e-02
9.192397667295926666e+00 7.056879777442426871e+01 2.023880455827979219e+01 3.932925178238724784e-02
1.075526985053197393e+01 6.942195989294654623e+01 1.982277025652148339e+01 3.799999999999999906e-02
9.151729669056917871e+00 6.974276832924205394e+01 2.110550200170103352e+01 3.799999999999999906e-02
9.717373045301982870e+00 7.068917686867986561e+01 1.959345008601815863e+01 3.799999999999999906e-02
7.811438422094116873e+00 7.247926479191222882e+01 1.970929678599365431e+01 4.081075278464806749e-02
1.078703492351070992e+01 6.836589289994897456e+01 2.084707217654032618e+01 3.799999999999999906e-02
9.068266013945239123e+00 6.884813751056778131e+01 2.208359647548697779e+01 3.799999999999999906e-02
9.691743376829046852e+00 6.985995724114670224e+01 2.044829938202424202e+01 3.799999999999999906e-02
7.814456824830224413e+00 7.176555618941597459e+01 2.041998698575378413e+01 4.039855921577242825e-02
1.043717990138503637e+01 6.780453861706533303e+01 2.175828148154963060e+01 3.800000000000004763e-02
8.636010762254496598e+00 6.908081795976575279e+01 2.228317127797975417e+01 3.800000000000004763e-02
9.569040373798767263e+00 6.852911242873840081e+01 2.190184719746284259e+01 3.800000000000004763e-02
7.766437819332387527e+00 7.009083329557002173e+01 2.214272888509759341e+01 3.982342649484937186e-02
1.034653055490480611e+01 6.914578592673360902e+01 2.050768351836158843e+01 3.800000000000007538e-02
8.773581064918843708e+00 6.972749126799281782e+01 2.149892766708834557e+01 3.800000000000007538e-02
9.348070004454504200e+00 7.049173461737608193e+01 2.016019537816941920e+01 3.800000000000007538e-02
7.476781805107208356e+00 7.224346822858021255e+01 2.027974996631258975e+01 3.948955455705882578e-02
1.115777166216250116e+01 6.861381916655882662e+01 2.022840917127867044e+01 3.800000000000015865e-02
9.407511471509133472e+00 6.963035890265527428e+01 2.096212962583559403e+01 3.800000000000015865e-02
1.016052174501444227e+01 6.986490626399161386e+01 1.997457199099395098e+01 3.800000000000015865e-02
7.960871990734363024e+00 7.221535229539507839e+01 1.982377571387056747e+01 3.872118869546967157e-02
1.135808415970120500e+01 6.732523827703111863e+01 2.131667756326769236e+01 3.799999999999999906e-02
9.534846422976141156e+00 6.808688395584344732e+01 2.237826962118042573e+01 3.799999999999999906e-02
9.986859065087994480e+00 6.961496747403735696e+01 2.039817346087464500e+01 3.799999999999999906e-02
8.180024342505314294e+00 7.120764163047867612e+01 2.061233402701601491e+01 3.825983570352734647e-02
1.106634570486737523e+01 6.658408645996664177e+01 2.234956783516599188e+01 3.799999999999999906e-02
9.396455620270236508e+00 6.703114761191855564e+01 2.357239676781119186e+01 3.799999999999999906e-02
1.009167384383324340e+01 6.764824757994554716e+01 2.226007857622120412e+01 3.799999999999999906e-02
8.148084982254520270e+00 6.952589802813388076e+01 2.232601698961159542e+01 3.799999999999999906e-02
1.091415227162758939e+01 6.863747971549547344e+01 2.044836801287694072e+01 3.799999999999999906e-02
9.260866567163294150e+00 6.856029301084237204e+01 2.217884042199433736e+01 3.799999999999999906e-02
9.895354752201882320e+00 6.965574787607530993e+01 2.044889737172281485e+01 3.799999999999999906e-02
7.949456192975634217e+00 7.142665854302370576e+01 2.062388526400065203e+01 3.799999999999999906e-02
1.054489420311820069e+01 7.054733069630292164e+01 1.890777510057887412e+01 3.799999999999999906e-02
9.187735566397735809e+00 7.115751250707876352e+01 1.965475192652348468e+01 3.799999999999999906e-02
9.753544258596322791e+00 7.180239355901011322e+01 1.844406218239355155e+01 3.799999999999999906e-02
8.224457567561286098e+00 7.326288555609245634e+01 1.851265687634628065e+01 4.323948396459092319e-02
1.041215990927173607e+01 6.979377636810117735e+01 1.979406372262708658e+01 3.799999999999999906e-02
9.412637730241430134e+00 6.998843159349549126e+01 2.059893067626307328e+01 3.799999999999999906e-02
9.801728093565031941e+00 7.107440507511557826e+01 1.912386683131938270e+01 3.799999999999999906e-02
8.321644245774878712e+00 7.244929234856219580e+01 1.922906340566291306e+01 4.297564868825343859e-02
1.041243470819792094e+01 6.859898666343771367e+01 2.098857862836437960e+01 3.799999999999999906e-02
9.151164286929008185e+00 6.922074177116350313e+01 2.162809394190749401e+01 3.799999999999999906e-02
9.671632083597318186e+00 6.971800244125056167e+01 2.061036547515212192e+01 3.799999999999999906e-02
7.993202820577321788e+00 7.141336399668536217e+01 2.059343318273731782e+01 4.238724218869408672e-02
1.040012301684411256e+01 7.011682494486773010e+01 1.948305203828816445e+01 3.799999999999999906e-02
8.775975344740839290e+00 7.100130766950142913e+01 2.022271698575773158e+01 3.799999999999999906e-02
9.323648954306641201e+00 7.157684101814805899e+01 1.909951002754529625e+01 3.799999999999999906e-02
7.463278522454574571e+00 7.333173668614770691e+01 1.920498479139770964e+01 4.193534609933455282e-02
1.187349952334531622e+01 6.723986086576182686e+01 2.088663961089285692e+01 3.800000000000001293e-02
1.066275475039553200e+01 6.740392963574539920e+01 2.193331561385908302e+01 3.800000000000001293e-02
1.146084147902881867e+01 6.789021162081523642e+01 2.064894690015593781e+01 3.800000000000001293e-02
9.291782925366970147e+00 7.015517918869414871e+01 2.055303788593889180e+01 4.328037772784797815e-02
1.217991112610366500e+01 6.608917939207398717e+01 2.173090948182234783e+01 3.799999999999999906e-02
1.072707066613002702e+01 6.629631164341191152e+01 2.297661769045806324e+01 3.799999999999999906e-02
1.136471329629839744e+01 6.698696982573846981e+01 2.164831687796312920e+01 3.799999999999999906e-02
9.560595070674517970e+00 6.875878761626563573e+01 2.168061731305984097e+01 4.288402017733596028e-02
1.182974962603031521e+01 6.532137019720867954e+01 2.284888017676099636e+01 3.800000000000002681e-02
1.017220657148298812e+01 6.617771252035736040e+01 2.365008090815963371e+01 3.800000000000002681e-02
1.103531703434214428e+01 6.607772810348406267e+01 2.288695486217380548e+01 3.800000000000002681e-02
9.339244659133822068e+00 6.772065661460250396e+01 2.294009872626366686e+01 4.232396533889870582e-02
1.207906037847807390e+01 6.624340464339800860e+01 2.167753497812393348e+01 3.800000000000000600e-02
1.032457116309565315e+01 6.709092829031261829e+01 2.258450054659174810e+01 3.800000000000000600e-02
1.042880853442843758e+01 6.945263378773753971e+01 2.011855767783401561e+01 3.800000000000000600e-02
9.127685437043869143e+00 6.961059542649012144e+01 2.126171913646600586e+01 4.199233666542179916e-02
1.227261789208662357e+01 6.808948577498824761e+01 1.963789633292512349e+01 3.799999999999999906e-02
1.026546210442906037e+01 6.936911180320961989e+01 2.036542609236131440e+01 3.799999999999999906e-02
1.117159620882270410e+01 6.965422226289523167e+01 1.917418152828205535e+01 3.799999999999999906e-02
9.591429184638222694e+00 7.103500153868142775e+01 1.937356927668035311e+01 4.098245359766212320e-02
1.220110989188086492e+01 6.721195415624319480e+01 2.058693595187593317e+01 3.799999999999999906e-02
1.057307731037581711e+01 6.801331694521319093e+01 2.141360574441097953e+01 3.799999999999999906e-02
1.111598189750373500e+01 6.877678356516491931e+01 2.010723453733134747e+01 3.799999999999999906e-02
9.145642437305442130e+00 7.085565237732657806e+01 1.999870518536797803e+01 4.057316787562954136e-02
1.177775636152829719e+01 6.661328472303597437e+01 2.160895891543572844e+01 3.799999999999999906e-02
1.021402011635203166e+01 6.720449435518514747e+01 2.258148552846282442e+01 3.799999999999999906e-02
1.069553185458912559e+01 6.861662182695394563e+01 2.068784631845693411e+01 3.799999999999999906e-02
9.337118579276275199e+00 6.902048173691962063e+01 2.164239968380409351e+01 4.001775448033314392e-02
1.171623133999372079e+01 6.809653811013859581e+01 2.018723054986768872e+01 3.800000000000000600e-02
1.002770843214833008e+01 6.907911504220911070e+01 2.089317652564256989e+01 3.800000000000000600e-02
1.063205214432081114e+01 6.952327397646153884e+01 1.984467387921765891e+01 3.800000000000000600e-02
8.844550038016638638e+00 7.115981095141040669e+01 1.999563901057294402e+01 3.964749440140996617e-02
1.053037184139483173e+01 6.958015557695831887e+01 1.988947258164684229e+01 3.799999999999999906e-02
8.958094280261493125e+00 7.032126585887741044e+01 2.072063986086109111e+01 3.799999999999999906e-02
9.557808401458263603e+00 7.084054387580306411e+01 1.960164772273867229e+01 3.799999999999999906e-02
7.681493118810200471e+00 7.267493220344663030e+01 1.964357467774317456e+01 4.108102499024150756e-02
1.044108763358899239e+01 6.869471561098406198e+01 2.086419675542695629e+01 3.799999999999999906e-02
9.209575244435981745e+00 6.893988659564575983e+01 2.185053815991826553e+01 3.799999999999999906e-02
9.643196293954602538e+00 6.992599647571917387e+01 2.043080723032622359e+01 3.799999999999999906e-02
8.005667016985240636e+00 7.121202178081078671e+01 2.078231120220397443e+01 4.067101397137154462e-02
1.058842005004015085e+01 6.715607971826817391e+01 2.225550023169167702e+01 3.799999999999999906e-02
8.743877368570920794e+00 6.878250336480148519e+01 2.247361926662760467e+01 3.799999999999999906e-02
9.674818075621939073e+00 6.861309782733934526e+01 2.171208409703872633e+01 3.799999999999999906e-02
7.895271883289126436e+00 7.003624636814976157e+01 2.206848174856111200e+01 4.008662220266508841e-02
1.018905604715226332e+01 6.915194903143918737e+01 2.065899492140854221e+01 3.800000000000000600e-02
8.779562512738040780e+00 6.977625994413865840e+01 2.144417754312330260e+01 3.800000000000000600e-02
9.415703143824572408e+00 7.030195187602150497e+01 2.028234498015393328e+01 3.800000000000000600e-02
7.543344872724778938e+00 7.201300483482552295e+01 2.044365029244970344e+01 3.975860427110038120e-02
1.103701688525893232e+01 6.876362333173331365e+01 2.019935978300775758e+01 3.799999999999999906e-02
9.297837326216646048e+00 7.013425141450724709e+01 2.056791125927610153e+01 3.799999999999999906e-02
1.006524183516990512e+01 7.022869694155835418e+01 1.970606122327175314e+01 3.799999999999999906e-02
8.022203010642837029e+00 7.203836153083848615e+01 1.993943545851866617e+01 3.903989566462382627e-02
1.099310224167582639e+01 6.804053926820687082e+01 2.096635849011730457e+01 3.800000000000006151e-02
9.699821321334729518e+00 6.799923398864115143e+01 2.230094469002413504e+01 3.800000000000006151e-02
1.021367593884970404e+01 6.882275144469166150e+01 2.096357261645863090e+01 3.800000000000006151e-02
8.138399255714722003e+00 7.128483318537614366e+01 2.057676755890913967e+01 3.857889296396124768e-02
1.114679859389437411e+01 6.659660566738826049e+01 2.225659573871736185e+01 3.799999999999999906e-02
9.501080771163771033e+00 6.684730435297909423e+01 2.365161487585714895e+01 3.799999999999999906e-02
9.988618965516614878e+00 6.833717327335993730e+01 2.167420776112343717e+01 3.799999999999999906e-02
8.136588912203551516e+00 6.995358188202477834e+01 2.190982920577167903e+01 3.804264328566140524e-02
1.105423493965599846e+01 6.821798411107305071e+01 2.072778094927095793e+01 3.799999999999999906e-02
9.384764777288831183e+00 6.849105890919238959e+01 2.212417631351877745e+01 3.799999999999999906e-02
9.936843191463685443e+00 6.953139786766485031e+01 2.053175894087146247e+01 3.799999999999999906e-02
7.896355895018823290e+00 7.161096524264621621e+01 2.049267886233497649e+01 3.799999999999999906e-02
1.119642050426772606e+01 6.988015670584023553e+01 1.892342278989204374e+01 3.799999999999999906e-02
9.707394572891232087e+00 7.064224036004955565e+01 1.965036506705920516e+01 3.799999999999999906e-02
9.636886274565055643e+00 7.224543836376787453e+01 1.811767536166706805e+01 3.799999999999999906e-02
8.616578458036398658e+00 7.265921621139190734e+01 1.872420533057170999e+01 4.344567981360386577e-02
1.137585338807534185e+01 6.876054386248087269e+01 1.986360274944376769e+01 3.799999999999999906e-02
9.728808427375934542e+00 6.991727421017861843e+01 2.035391736244544703e+01 3.799999999999999906e-02
1.022466222717872242e+01 7.042828191865444865e+01 1.934705585416682183e+01 3.799999999999999906e-02
8.538542526775977137e+00 7.198274853387438554e+01 1.947870893934963377e+01 4.319140055606193046e-02
1.082479204211674251e+01 6.843698563576604954e+01 2.073822232211720973e+01 3.799999999999999906e-02
9.717261897470550025e+00 6.857194236153755185e+01 2.171079574099191234e+01 3.799999999999999906e-02
1.006772322440398426e+01 6.954628656439055590e+01 2.038599021120545984e+01 3.799999999999999906e-02
8.356346386478685773e+00 7.116776458264787664e+01 2.047588903087345003e+01 4.260146023609816951e-02
1.111555323789157157e+01 6.921933903016257261e+01 1.966510773194585937e+01 3.800000000000002681e-02
9.351304005647969930e+00 7.037413553517117748e+01 2.027456045918084726e+01 3.800000000000002681e-02
9.852830692813602909e+00 7.091743559784234208e+01 1.922973370934405324e+01 3.800000000000002681e-02
8.196437380658206706e+00 7.242590833876995760e+01 1.937765428057184280e+01 4.212485812565196219e-02
1.279869390759805015e+01 6.601648694776157811e+01 2.118481914464037530e+01 3.799999999999999906e-02
1.146380227987196498e+01 6.636336061422947807e+01 2.217283710589856227e+01 3.799999999999999906e-02
1.208222347870678348e+01 6.712731333038261994e+01 2.079046319091059658e+01 3.799999999999999906e-02
1.008081606382063100e+01 6.907142908478148513e+01 2.084775485139787676e+01 4.348433923667045092e-02
1.294795081069308296e+01 6.525470284850332803e+01 2.179734634080358546e+01 3.799999999999999906e-02
1.150438941126924774e+01 6.536198785893910213e+01 2.313362272979164302e+01 3.799999999999999906e-02
1.166738327198048530e+01 6.724795825346475908e+01 2.108465847455475739e+01 3.799999999999999906e-02
1.025996980068399189e+01 6.782851254417508358e+01 2.191151765514094407e+01 4.309461076893328357e-02
1.259331236869901360e+01 6.434841222388904214e+01 2.305827540741193715e+01 3.800000000000000600e-02
1.094291404335372775e+01 6.561420161659810901e+01 2.344288434004815613e+01 3.800000000000000600e-02
1.133651160090484744e+01 6.672587849765007206e+01 2.193760990144508227e+01 3.800000000000000600e-02
9.933094318348999252e+00 6.707913547202480231e+01 2.298777020962620554e+01 4.253597005424202687e-02
1.263802064909708278e+01 6.546369607340258767e+01 2.189828327750032955e+01 3.799999999999999906e-02
1.109800375851050269e+01 6.602534121133544431e+01 2.287665503015404056e+01 3.799999999999999906e-02
1.179883825100815287e+01 6.664871239965448524e+01 2.155244934933736545e+01 3.799999999999999906e-02
9.900279703468154224e+00 6.833977177105816736e+01 2.175994852547368197e+01 4.217985404094373031e-02
1.306873578520636414e+01 6.714793169834048570e+01 1.978333251645313950e+01 3.799999999999999906e-02
1.116787997409540090e+01 6.825513117256872420e+01 2.057698885333588379e+01 3.799999999999999906e-02
1.176188740606671601e+01 6.890540268586244110e+01 1.933270990807085710e+01 3.799999999999999906e-02
9.934460751776473586e+00 7.065042865771836489e+01 1.941511059050515087e+01 4.122868408788728928e-02
1.290257522342180074e+01 6.659398273609221519e+01 2.050344204048597518e+01 3.799999999999999906e-02
1.126963517111581048e+01 6.697078191489929111e+01 2.175958291398490019e+01 3.799999999999999906e-02
1.212757178351406573e+01 6.750278540112664416e+01 2.036964281535929189e+01 3.799999999999999906e-02
9.804814217098503093e+00 6.993990083192461782e+01 2.025528495097688264e+01 4.082761924792652902e-02
1.260346469776211187e+01 6.553270148165792364e+01 2.186383382057995561e+01 3.799999999999999906e-02
1.109465024656320331e+01 6.601520962750376498e+01 2.289014012593302283e+01 3.799999999999999906e-02
1.165961337519432384e+01 6.715141791723532094e+01 2.118896870757036766e+01 3.799999999999999906e-02
9.575990317245624439e+00 6.936990759914449711e+01 2.105410208360989088e+01 4.027241456083487797e-02
1.265258107349705163e+01 6.714466248659526570e+01 2.020275643990767023e+01 3.799999999999999906e-02
1.092850533191556295e+01 6.760337576016718231e+01 2.146811890791725475e+01 3.799999999999999906e-02
1.161534175142408998e+01 6.821198199152701136e+01 2.017267625704889511e+01 3.799999999999999906e-02
9.461599592465233854e+00 7.041811795336251123e+01 2.012028245417225136e+01 3.987748534142426804e-02
1.134529811037471347e+01 6.875212678176258407e+01 1.990257510786270956e+01 3.800000000000001293e-02
9.519167810941075558e+00 6.988272574521663216e+01 2.059810644384228695e+01 3.800000000000001293e-02
1.037557649434379670e+01 6.978222816213396129e+01 1.984219534352224912e+01 3.800000000000001293e-02
8.228529654792424708e+00 7.209756922591282091e+01 1.967390111929473306e+01 4.125182073125568255e-02
1.115227074660576534e+01 6.794062764001392907e+01 2.090710161338030204e+01 3.800000000000000600e-02
9.754346823696257829e+00 6.837938859580697226e+01 2.186626458049678234e+01 3.800000000000000600e-02
1.027977599767585026e+01 6.938672452146106195e+01 2.033349948086310377e+01 3.800000000000000600e-02
8.228238963821212337e+00 7.139318927212607946e+01 2.037857176405269399e+01 4.085035502984938477e-02
1.107019059631431013e+01 6.692623163722305435e+01 2.200357776646263019e+01 3.799999999999999906e-02
9.644653038680475632e+00 6.721099990581299721e+01 2.314434705550653604e+01 3.799999999999999906e-02
1.027738058422957401e+01 6.799605081085668701e+01 2.172656860491373720e+01 3.799999999999999906e-02
8.355295437971422601e+00 6.943792202642168832e+01 2.220678253560688731e+01 4.026481754505482902e-02
1.111122051956769852e+01 6.813390107583664701e+01 2.075487840459566513e+01 3.800000000000004763e-02
9.384327816084507390e+00 6.905270852534609105e+01 2.156296365856939801e+01 3.800000000000004763e-02
1.013973749946098479e+01 6.943670920169692806e+01 2.042355329884206938e+01 3.800000000000004763e-02
8.041205679713367971e+00 7.140910713839365087e+01 2.054968718189298116e+01 3.991592857493980046e-02
1.207052463198351688e+01 6.758123139126749379e+01 2.034824397674899998e+01 3.799999999999999906e-02
1.006462771744281426e+01 6.902522034247174076e+01 2.091015194008546629e+01 3.799999999999999906e-02
1.076887586471905500e+01 6.938211175618725690e+01 1.984901237909368987e+01 3.799999999999999906e-02
8.507056051227046112e+00 7.157557370354041382e+01 1.991737024523254362e+01 3.924661935975965604e-02
1.205674214197765082e+01 6.656525191932379926e+01 2.137800593869854282e+01 3.799999999999999906e-02
1.033633335658858599e+01 6.723663013920383946e+01 2.242703650420756745e+01 3.799999999999999906e-02
1.069329443539011848e+01 6.876907617955532714e+01 2.053762938505455082e+01 3.799999999999999906e-02
8.916508224044285669e+00 6.987360550163680273e+01 2.120988627431890805e+01 3.879221112262418864e-02
1.189738115767222482e+01 6.548178221037717606e+01 2.262083663195059913e+01 3.799999999999999906e-02
1.004313031138304169e+01 6.665696839146765740e+01 2.329990129714930802e+01 3.799999999999999906e-02
1.090979689821140219e+01 6.677846089763626480e+01 2.231174220415231702e+01 3.799999999999999906e-02
8.805212140400536569e+00 6.866998513094542034e+01 2.252480272865403776e+01 3.826050100741609089e-02
1.174321830690731794e+01 6.725298864251183772e+01 2.100379305058084611e+01 3.800000000000000600e-02
9.955550679348753818e+00 6.806979923342551331e+01 2.197465008722574353e+01 3.800000000000000600e-02
1.060977992321612007e+01 6.879866494344551597e+01 2.059155513333834975e+01 3.800000000000000600e-02
8.513667685412492858e+00 7.070542065182038982e+01 2.078091166276711377e+01 3.800000000000000600e-02
1.045350056163620955e+01 7.062387933514351346e+01 1.892262010322027876e+01 3.800000000000000600e-02
9.259858763077374988e+00 7.087252800382962903e+01 1.986761323309299954e+01 3.800000000000000600e-02
9.825197370631189031e+00 7.143567713110323325e+01 1.873912549826556884e+01 3.800000000000000600e-02
7.910402187336385005e+00 7.321919430612466329e+01 1.887040350653894549e+01 4.364189212210748542e-02
1.057671835745411393e+01 6.939606344421959250e+01 2.002721819832629180e+01 3.799999999999999906e-02
9.235829905588467170e+00 6.985860846731777940e+01 2.090556162709374632e+01 3.799999999999999906e-02
9.402340475277956244e+00 7.102923016605144824e+01 1.956842935867059197e+01 3.799999999999999906e-02
7.964776473107925803e+00 7.243322081644407717e+01 1.960200271044800502e+01 4.339033321591492104e-02
1.014943079330016040e+01 6.861367732739763881e+01 2.123689187930219191e+01 3.800000000000001987e-02
9.097673224650240087e+00 6.879013225990280489e+01 2.211219451544696213e+01 3.800000000000001987e-02
9.425922890055856485e+00 6.987013608556620170e+01 2.070394102437795070e+01 3.800000000000001987e-02
7.827735026631810200e+00 7.123229840377915423e+01 2.093996656958903202e+01 4.281166570689993317e-02
1.030522828932543966e+01 6.988817411473890218e+01 1.980659759593565639e+01 3.799999999999999906e-02
8.630452836618720980e+00 7.089892765694060017e+01 2.047061950644068062e+01 3.799999999999999906e-02
9.169864319653273199e+00 7.147925151969806734e+01 1.935088416064865413e+01 3.799999999999999906e-02
7.600071721644622968e+00 7.290188026507787811e+01 1.949804801327748649e+01 4.231350958140002450e-02
1.217051562294011546e+01 6.666197471409580544e+01 2.116750966296405778e+01 3.799999999999999906e-02
1.056029408875865094e+01 6.709582238358566997e+01 2.234388352765567376e+01 3.799999999999999906e-02
1.117565582003665448e+01 6.792617226048345458e+01 2.089817191947988562e+01 3.800501369125634799e-02
9.135424500925378055e+00 7.004447276960374325e+01 2.082010272947088581e+01 4.372800915264337535e-02
1.198493232411984799e+01 6.603922249472043404e+01 2.197584518115972685e+01 3.799999999999999906e-02
1.043794164069286090e+01 6.656025346589437675e+01 2.300180489341275702e+01 3.799999999999999906e-02
1.091783101772087150e+01 6.783221097561182944e+01 2.124995800666729906e+01 3.799999999999999906e-02
9.187872941365784030e+00 6.914289673471776609e+01 2.166923032391645876e+01 4.334232738140340185e-02
1.180016274850092550e+01 6.472297757945032970e+01 2.347685967204874657e+01 3.799999999999999906e-02
1.019468353016285711e+01 6.564037288244030321e+01 2.416494358739683435e+01 3.799999999999999906e-02
1.111528280410927572e+01 6.565708483799787132e+01 2.322763235789284764e+01 3.799999999999999906e-02
9.004124945410653780e+00 6.807838356965591231e+01 2.291749148493342503e+01 4.279710367620655209e-02
1.157331475159415390e+01 6.656403438570002606e+01 2.186265086270581648e+01 3.799999999999999906e-02
1.029933723771597265e+01 6.656416216742279346e+01 2.313650059486123567e+01 3.799999999999999906e-02
1.080772347186282900e+01 6.792886203205205220e+01 2.126341449608510814e+01 3.799999999999999906e-02
9.026478896830827381e+00 6.906480949563903948e+01 2.190871160753013314e+01 4.241636458172754615e-02
1.210018361353030869e+01 6.794294063170629272e+01 1.995687575476339504e+01 3.799999999999999906e-02
1.029726992757982984e+01 6.898806862289225705e+01 2.071466144952791666e+01 3.799999999999999906e-02
1.101762739732407148e+01 6.949533514905830600e+01 1.948703745361762429e+01 3.799999999999999906e-02
8.979993613055132329e+00 7.147507294646416653e+01 1.954493344048071179e+01 4.149112238116550722e-02
1.188407313577591218e+01 6.738082694012460649e+01 2.073509992409946889e+01 3.799999999999999906e-02
1.040518164767568088e+01 6.767064119529852917e+01 2.192417715702579173e+01 3.799999999999999906e-02
1.107878562899605512e+01 6.835091036628655559e+01 2.057030400471738929e+01 3.799999999999999906e-02
9.089379475955229992e+00 7.038582826621926358e+01 2.052479225782549932e+01 4.109375369262410066e-02
1.178737146714861161e+01 6.609680769658422150e+01 2.211582083626716866e+01 3.800000000000001987e-02
1.029029001870518911e+01 6.648082779515675611e+01 2.322888218613806544e+01 3.800000000000001987e-02
1.099451728809684070e+01 6.721000922296569513e+01 2.179547348893747127e+01 3.800000000000001987e-02
9.059502209023104768e+00 6.896688591828214498e+01 2.197361187269474669e+01 4.055327762101350320e-02
1.176291913728879912e+01 6.779283868231530619e+01 2.044424218039590357e+01 3.799999999999999906e-02
1.017118593870388565e+01 6.811340263657940852e+01 2.171541142471669872e+01 3.799999999999999906e-02
1.094126154448047750e+01 6.879927881256064381e+01 2.025945964295888402e+01 3.799999999999999906e-02
8.659006219992111397e+00 7.108023885937851105e+01 2.026075492062936689e+01 4.013274609852094527e-02
1.041176441573865930e+01 6.948106881075742081e+01 2.010716677350391635e+01 3.799999999999999906e-02
8.933613805865075363e+00 7.005324943516529856e+01 2.101313675896962252e+01 3.799999999999999906e-02
9.493713374869669153e+00 7.060370844711576410e+01 1.990257817801458273e+01 3.799999999999999906e-02
