Mix,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110
M4,10813156,24734556,12993817,4156249,10180496,11875743,4286289,6972622,4786087,14060918,305700,650203,5130533,920581,406494,136528,348564,1794924,778310,1009933,117663,818430,524140,552022,2794911,90963,299189,440795,659715,194778,277869,1238419,363221,2096188,958824,167624,1389832,1359368,1625549,375103,97885,486860,473558,415217,99047,326077,158002,88282,614687,461404,174591,268972,164555,189315,184361,180589,118377,58343,134834,172502,1,1,1,481903,1636057,1637149,2075658,1774267,578168,254803,110631,37144,202458,46049,50179,545152,114794,121185,670061,863686,351557,635345,38402,298876,13306,46049,139373,28342,14997,22013,12423,8614,74067,258392,500385,220450,20284,661170,768777,439038,367250,228587,125667,440133,191867,173806,92972,58183,30253,9416
M4,11692157,26374960,14223742,4420936,10552334,11590078,4391611,7095386,5001584,14255610,315986,663546,5428372,910600,427369,136333,364423,1775453,815241,1047192,123351,825703,550448,593089,2945006,94804,317027,440882,679176,200449,280794,1327995,360724,2045990,949378,176313,1378865,1387699,1684740,394964,99899,498482,469621,409722,100898,332235,167141,86625,619259,475339,181697,285824,165088,201279,192405,182098,122238,60184,126156,173663,1,1,1,487873,1608020,1614498,2035802,1590719,602539,269627,114828,38592,208682,46381,50301,546851,118657,113482,647455,851994,351736,589510,38846,302433,16536,43574,144703,28464,15350,21896,11725,8570,69841,253069,495364,224302,20970,674397,818057,425822,381095,229483,127461,444653,194258,177611,99570,57052,31072,9905
M5,10328207,14752862,9036765,3266655,8433124,6722105,2644414,2069556,3614337,6662772,128636,465885,3488262,463017,267138,72971,211547,1005949,613977,348441,100779,598397,301355,326835,1407936,84322,234595,178948,349522,67351,183454,845207,151393,1057927,956179,132064,873780,795689,883908,272805,79706,195045,264259,273338,49756,182297,111385,124952,361313,232593,209821,243179,123144,137860,139917,127407,79041,52066,132201,207844,1,1,1,398746,845733,837595,2110121,1941949,510273,492712,335479,82037,169656,45085,48933,352522,138289,119742,492022,714350,655860,451407,163230,484066,84582,305348,209634,173905,112024,29031,77090,42914,93120,655397,775298,419790,209652,438828,534971,810473,623447,107967,64402,555236,245954,291433,82739,191350,89471,50619
M5,10488299,15168662,9396044,3367816,8311484,6602337,2640820,2047164,3627806,6533562,133675,483438,3603809,463487,268434,73214,206667,1011768,627552,340836,102046,609540,304660,335311,1396011,86361,235798,183973,365199,70479,188744,897577,154269,1117992,986495,137735,923429,814363,909188,285324,82534,200074,264864,290394,48996,200270,117500,126292,377259,235699,215987,254308,132885,147330,146652,134584,84792,56165,135841,213450,1,1,1,408715,865161,852970,2052069,1958030,507927,512850,349567,79201,168982,47089,49298,358062,143850,118497,509662,742210,692365,465753,166273,493468,83744,304658,227664,182362,115238,30446,83837,47954,103025,660319,780057,418672,210581,427619,539566,810839,632007,113139,64914,557386,243497,284867,82093,195182,93649,53386
M5,10270921,15270227,9161360,3345946,8114411,6725131,2647778,2019627,3527575,6651959,132378,482053,3613757,473679,258919,76135,209374,1033164,627722,343540,103294,618077,301371,335237,1390386,88341,228925,190729,360083,71739,189272,840058,153838,1106827,971574,130453,921984,781190,880812,265135,81479,190330,264162,288336,48161,189485,108626,125532,366493,227890,211540,242698,129058,139736,132970,127740,82151,54806,133002,210138,1,1,1,402438,863837,822927,2000477,1987190,506656,515669,338365,80691,167302,45271,48667,344377,140743,117721,507298,697607,671670,459008,167615,482501,82883,305463,211988,169561,106616,29274,77493,45072,93762,606384,738082,418287,207325,411285,524677,761564,643077,111641,63252,568358,242374,280818,79546,186949,92859,50406
M5,10564564,14984285,9444606,3416986,8615508,6811209,2737930,2118736,3712618,6817487,138313,491838,3704894,475123,272002,78064,213734,1035143,638508,354578,104825,620160,306895,353492,1424071,89162,239909,188932,377693,74467,193156,889842,151205,1129670,978367,136943,908880,802617,883593,284907,80731,199828,263620,288351,50012,197687,115988,125016,377747,238029,216122,254721,131335,142512,140257,134540,84307,56336,134368,215008,1,1,1,413686,888854,887548,2123530,2027653,530989,517955,348486,83020,172406,46566,51275,366041,143486,121773,517431,759523,684925,470979,166014,497019,85706,317969,213181,184145,115084,32714,78755,44710,97783,661731,756485,429201,211597,435284,509500,789028,636923,106591,68496,590814,247164,292582,86910,183870,93817,49825
M5,10374757,14860924,9103911,3358457,8470639,6812639,2723360,2110952,3687043,6748086,130033,463913,3604133,477906,267445,73461,215186,1019994,617276,356899,99925,616577,307058,333731,1419579,83426,236006,186786,352855,71309,189500,855544,154328,1084660,967242,131989,907088,803449,883403,277392,81515,194441,264765,281884,51025,188634,112846,123533,374232,233328,216007,241292,126959,137340,138559,124591,81406,53785,130830,210625,1,1,1,382831,823445,822017,2051971,1908630,501901,509121,336243,81868,162655,45795,50773,345247,135937,121429,512586,718787,667695,469347,164179,496128,81638,308337,213809,166527,110568,31643,77307,42642,94557,630003,732494,416433,206283,407021,520706,752246,632845,108717,63202,538315,243818,282088,82192,193157,95356,50543
M6,7879783,11938702,7684379,3045101,7436033,6023342,2429121,2005284,3432365,6205305,130179,475130,3527987,456988,266451,73710,211670,970867,599253,349742,104792,599139,306331,335085,1386921,88275,239919,183381,366058,74922,196757,895223,154505,1121637,967968,139291,910776,827744,919454,291618,84781,209091,269487,293150,51603,206148,120507,127307,384594,240680,218063,251797,131369,147096,146101,137255,87431,55472,141656,219174,1,1,1,412043,894306,870084,2093568,2064347,524392,518371,353867,84278,175958,47926,51075,363711,148505,126766,540668,765879,717363,495500,173573,517848,88731,316898,232435,183770,114902,32674,83949,48087,101690,649492,785823,432113,223873,448884,580786,862604,663361,118477,70164,598038,263216,314892,88547,211476,101260,56334
M6,7742030,12406802,7712421,3014945,7543894,6354196,2416528,1920890,3325690,6310259,130547,478313,3500631,470246,260503,77095,211321,1030994,616000,350714,99960,625069,305412,334307,1392545,87635,236558,189763,365559,75374,197931,872321,161134,1154996,1021576,136651,957172,826622,935750,294433,84651,207277,283825,302183,53643,201905,122271,133158,399537,251177,234097,253688,138690,146340,144715,139880,57324,58474,141469,223177,1,1,1,415093,883304,900569,2169471,2113915,536331,545698,351684,86398,183931,52366,54242,385491,152133,132221,565471,788597,738997,508028,179494,545347,91275,341444,234724,180682,116123,33748,82688,48872,103338,678237,790895,456952,222120,457979,577426,853926,689038,116706,72650,632038,259796,314259,94308,214242,104746,57007
M6,7997695,12765003,7818048,3070897,7805428,6659087,2536842,2037376,3521014,6748021,133791,488354,3601264,500420,270380,77297,216744,1060358,633290,365580,106302,644708,313741,341702,1432746,92863,237340,191627,375382,77941,206336,901431,165300,1195253,1047630,142357,991527,851649,959888,296265,86441,216045,287121,310382,54351,208827,122193,136882,412236,259493,229831,265804,140031,150474,150866,141495,89757,60979,144508,231655,1,1,1,428833,914530,923663,2236820,2122892,551064,556501,358845,87360,185531,50497,55351,392543,151170,133860,566214,814524,734358,509952,177239,555829,90038,345872,241432,185925,118159,34298,86151,50450,103635,696538,822646,458820,223448,486390,580393,885628,711821,124239,73968,651935,277160,321941,96977,206694,104961,57485
M6,8032414,12457127,7761079,2987440,7863943,6452339,2543599,2029531,3547639,6646738,135981,477964,3665212,476652,274034,75997,220557,1018982,620793,363443,107107,618289,320603,340462,1461126,90746,246266,189235,376204,76965,201261,930814,164894,1161989,1013939,142321,954137,863082,946537,305865,86951,223726,289895,315647,55197,217278,126770,138429,407154,257022,234295,276030,140702,158520,158051,148418,93352,60746,150454,235241,1,1,1,436081,940231,907115,2238670,2169789,553910,553800,374233,86611,183231,51643,52769,384873,158108,129968,567469,786622,769728,511238,183183,542428,94062,336635,243609,189554,119778,33604,86851,48270,106501,691511,868247,477121,237753,503554,589533,913171,708716,126209,76699,668916,278497,332928,98972,213083,102368,56016
M6,8210950,12331274,7928050,3116094,7525197,6425145,2455312,1968718,3406835,6495496,135969,480110,3605425,480412,261226,76425,214888,1039699,623557,348700,103495,638675,311387,342997,1405202,90161,242799,191084,377412,79103,207325,898124,164734,1180814,1028740,144449,974247,850260,948380,302682,86091,214717,287183,303213,54904,205495,125517,135939,408917,254951,231724,266528,141694,149537,153163,143855,95836,61270,142890,227383,1,1,1,437467,916312,915838,2286818,2155822,546693,556418,365420,86903,188439,51511,53928,386129,155977,132144,572720,801407,742624,510659,185308,552869,91043,337048,241727,188773,122568,33451,87390,48025,104626,670988,824347,460683,231146,459674,583760,892558,709006,123986,71467,642946,286464,327033,92368,215104,106622,57756
M7,8465536,12096573,8049884,3104641,7569213,6246078,2403325,1964477,3437707,6131070,130487,471833,3468873,468678,253576,73881,203546,1014337,610162,336707,101839,610447,293227,324047,1328262,86895,224740,179173,354810,72436,191752,849736,153639,1117278,975475,131324,923621,799143,913200,280884,79370,196502,270122,286769,50703,190925,115554,131746,380718,235787,220760,245027,130876,139350,142861,130070,84455,57146,144031,213432,1,1,1,410712,872832,886327,2150615,2024634,514964,523307,333628,81590,168863,47491,51680,365003,141214,121469,522126,730386,699301,479534,169680,506018,83315,302568,220112,175632,111102,30028,83654,48098,97920,623166,764608,414289,208348,447942,522427,804169,626028,111837,68501,582733,250849,283859,86866,184318,88597,48878
M7,8291924,12331467,7885499,3059248,7357006,6162837,2390403,1902739,3285916,6355545,129596,462888,3423327,460165,249240,73457,205612,996871,603520,336042,99213,603768,293821,321320,1361579,86017,229068,179259,351527,74426,191709,852103,155712,1113949,988518,136047,929813,812366,907427,284283,81330,202357,271777,288333,50415,191085,118481,126451,380325,237875,212840,247170,129325,138783,140933,130723,81477,55493,132870,214293,1,1,1,400600,865997,897569,2121488,2012303,514099,516417,336217,82977,171529,46944,52112,358361,143361,124682,527514,752887,697393,477049,170691,508024,83433,316879,222688,176721,112987,30694,83217,43797,99148,677381,882444,488296,244892,511041,616423,961595,766139,124647,73897,593362,252180,302971,91072,195355,96671,51380
M7,8414623,12741478,8155389,3090167,7838715,6502089,2586646,2033683,3572105,6595758,129953,465743,3595997,475644,270876,76666,216745,1019936,621280,363939,105269,608427,319613,344538,1465273,87926,249753,186718,371021,72890,198522,911900,158964,1120010,994444,141260,935028,845376,941674,296126,83851,212274,272965,290622,51091,202674,120673,127290,385518,249153,220787,261320,132114,148965,144794,136090,86429,56963,146810,222133,1,1,1,427536,926992,878499,2196035,2037055,539208,545509,364749,87100,182618,48830,54566,386391,151359,127027,544458,788626,720184,489830,170408,534486,86360,325526,225898,172613,112649,32280,86494,51490,99448,661712,808709,461827,238374,483823,606874,920906,745221,131785,80681,649194,289737,332401,97767,217000,105263,54005
M7,8499173,12595488,8086188,3123880,7721517,6528810,2531036,2003961,3482841,6573928,127372,469577,3473105,475382,265769,73239,215817,1018491,615960,352978,102135,609211,309106,339207,1407627,86044,238286,180579,356889,72795,193049,902039,157778,1112286,999242,138515,931351,842171,934825,291427,83599,209307,278574,290923,51680,197127,121852,132317,392859,249837,219422,260782,134312,150370,147887,139773,86594,58181,138932,222790,1,1,1,414557,913554,897906,2214063,2034494,532244,535486,356592,85369,179619,48710,51416,367264,145224,125905,571721,784950,726683,521868,180340,555108,94320,355673,243691,188304,117412,33503,90227,45736,101716,644051,791313,411642,210351,430216,536195,815434,657005,113613,66698,569418,249876,313424,87403,194787,94141,49456
M7,7902743,12657928,7664508,3008015,7799405,6418696,2512221,2019840,3522856,6480350,128778,470182,3543063,455689,264935,74370,208606,999033,610308,346508,102669,601753,306774,332137,1389964,88520,236500,184006,372191,73697,197354,902104,151443,1130957,983972,139142,934528,811829,914989,286346,81727,202233,274097,297353,50905,204759,116892,127142,392169,247143,223451,266154,136284,148527,148118,136515,91370,58255,141302,225437,1,1,1,412089,924664,881229,2137683,2048158,534832,533949,350185,83474,170666,47513,51697,368858,147139,122163,512463,771027,712652,474395,165158,512652,85729,322014,219618,180775,111377,31421,83480,49227,102590,659859,777197,437836,216481,434310,559629,814990,654872,115541,67977,598573,260683,305468,84060,203561,93474,52519
M8,9407924,14418853,8644084,3148527,8172325,6677759,2624307,2069587,3619217,6481901,131392,477525,3536406,456744,263299,73425,205394,980428,608812,337573,102061,604173,292646,320641,1338203,85372,229422,180461,356395,73750,193467,867519,149954,1100229,963414,131880,906645,774760,872459,272372,77892,197740,265620,286393,49702,196154,111131,123921,368396,230556,207712,249755,130327,140838,139795,130555,82944,55189,134439,211771,1,1,1,400756,855297,826327,2042593,1982022,509698,509278,340796,78532,165972,47591,49145,343464,142885,121264,505632,738571,701623,460948,166708,501975,83633,304696,215093,172406,107948,33054,79034,48552,98088,621848,726617,413156,205103,410210,518800,761428,624876,110795,62866,568867,240176,275933,79871,186286,92708,48840
M8,9312263,14421608,8590407,3224032,8325356,6638068,2650965,2097096,3626325,6477590,136409,488206,3633648,466370,270660,75602,206831,1009645,617388,343538,103928,620880,297686,334811,1365222,88650,232154,184465,365555,74676,197827,877642,153253,1132540,997352,134429,920240,785327,879363,275968,78854,199187,272312,292480,50206,196507,112478,126957,384210,237033,215235,256953,132679,140590,140000,131454,85350,57355,137449,215829,1,1,1,394808,862920,838744,2055411,2011780,516264,521782,342359,81601,165739,47537,50449,352952,145937,121250,505880,732326,697376,460653,165155,509488,84736,309357,210606,174311,114068,31099,80588,48311,98810,646173,728054,424393,201025,436125,520972,778366,633466,107820,65080,574643,262231,290159,84168,198036,100365,51862
M8,9879666,14084217,9042398,3400775,8328273,6732534,2634843,2094043,3659759,6643476,137332,493374,3681527,486334,264618,77832,211426,1049078,643317,348957,105174,638356,303290,341654,1381555,89826,238902,189479,369665,75727,198862,891810,160177,1160838,1013198,138043,952056,819045,913416,284964,85525,208242,278705,304275,52627,202760,118790,134597,391979,248821,226452,264200,137125,145177,145026,134063,87920,59340,148795,220034,1,1,1,398010,857670,830767,2126834,1992135,517754,522220,343401,83288,166379,48243,50622,355803,141972,122941,522072,729068,696383,479570,170627,505849,87517,311705,220739,175473,116025,30435,85002,49238,104272,664488,758349,437687,207594,436675,541994,807223,656346,112705,65625,579281,254400,295458,83896,203095,95658,53537
M8,9899975,14887377,9159097,3429374,8673920,6831427,2763175,2176340,3773991,6968456,140072,496525,3772823,474177,280676,79490,221474,1033956,632662,365046,107008,625710,315956,345431,1459286,90886,246962,189932,371863,75043,201867,915780,157551,1142765,982587,141120,932154,841434,913006,297371,84879,210126,270730,298305,52672,206394,117289,127638,382311,243020,218381,263142,132519,144368,143772,137149,87270,56366,148482,224637,1,1,1,418490,902079,867293,2104817,2062351,531970,531564,353142,82348,173786,46924,50037,364000,144353,121630,520138,756872,684589,475891,167372,510116,84597,324684,223580,177141,113549,33006,85878,52172,100267,646409,787834,435744,217300,455889,552373,848085,656928,117132,69326,601604,251854,310410,88363,193853,95878,50383
M8,9771908,14941753,8993162,3311934,8438223,6961822,2736138,2107790,3696880,6910140,134026,483165,3598605,495910,271940,77137,221736,1059030,639558,363798,105424,643827,317011,341442,1450806,88630,243359,190252,362631,76283,197722,906564,161418,1145049,1011180,136636,951095,832754,917269,294421,83196,208568,280499,295732,54044,197092,118522,132137,395902,250374,222995,254273,140351,144828,147457,139281,88797,57589,138811,222448,1,1,1,404818,874171,869856,2135648,2016714,527260,537413,354312,83595,170226,49864,52164,359621,144697,127294,535762,732895,702308,495839,176044,523840,90182,322859,233576,184698,115505,31949,86313,47652,101130,680198,785311,425732,219934,468008,529335,817985,636975,114462,69650,613172,254931,300356,89510,190880,98549,52875
M9,9652925,14214602,8605226,3226350,7876905,6638372,2561750,1954101,3429113,6457680,131296,470239,3448609,470943,256920,74189,211192,994125,616245,339437,98190,609940,291095,313564,1355898,83569,224546,180529,345186,70771,188657,855758,150619,1075864,973593,130750,898892,780322,899830,275114,79838,196113,262930,280254,48179,184452,110178,124546,370940,236719,211109,241317,127777,134656,137438,126786,79168,54246,129163,204663,1,1,1,384691,822855,826900,1995954,1881597,488917,496911,318969,77955,161576,46869,48254,344276,136789,117316,493342,701209,667606,461080,159987,475837,80919,294431,210162,167229,109598,29768,81534,47597,93723,623161,765117,411773,203883,424760,497225,811224,609974,108946,67063,568822,241087,283195,84074,185365,87708,48285
M9,9527806,14366686,8705812,3207494,8282783,6710186,2621424,2064818,3542419,6700890,127739,466325,3541509,468174,262564,73057,212601,1023172,610093,359281,101563,600593,302699,330047,1397851,83697,234428,177444,351425,70029,188595,865057,151665,1082059,978296,134989,910139,807165,901303,280059,81662,202978,266696,282181,49662,193389,117147,126246,383622,239258,212738,253174,127875,140103,143944,131705,82854,62706,129706,212373,1,1,1,387657,839871,842051,2041241,1886740,492954,494718,337329,80857,167714,46049,48779,350585,136516,119839,511462,717928,674020,465590,159555,491009,83320,306918,218476,167053,109863,30257,83984,45971,95925,608457,749841,395127,210082,412228,523885,771463,633635,114436,67511,553332,241854,282971,85542,196177,88785,49648
M9,9082785,14061617,8336194,3123689,8262680,6654068,2652107,2065030,3556357,6661094,131979,466639,3607377,464868,264242,72990,212376,992297,610657,352484,104262,597906,302313,334673,1377381,84690,231425,177300,346715,70136,184795,882161,154650,1084742,973649,136265,905274,813483,900637,282540,78912,196855,267488,277331,49715,189464,116765,123774,376592,238083,213603,217918,129098,138249,143419,133671,81749,60391,134556,213562,1,1,1,392942,831168,837118,2086335,1872081,494920,506539,326369,79894,170092,47800,50276,352798,137431,121823,510329,712178,672969,473352,163763,495907,83551,304934,216826,171880,112312,29989,80624,47958,96143,608999,745219,404156,212867,427594,497533,770917,593499,107484,65763,562057,239673,284003,85963,178810,90117,50215
M9,9165308,14119890,8401513,3141211,8106841,6685453,2602887,2032264,3546991,6589621,130030,464994,3557599,469787,268111,73096,212663,1005637,614651,349052,101093,608838,302117,330598,1391753,84423,234110,179101,348413,71723,184752,880382,153845,1072781,960848,133226,907177,789984,880706,281774,81032,201510,263652,277022,50071,191724,115313,125342,373301,238316,212442,243882,131001,139786,140903,131589,81495,60046,140664,214537,1,1,1,397596,860690,826508,2078848,1912664,500116,498249,323976,78771,166563,44852,47400,348638,136618,119204,510393,697157,663459,463232,160097,491610,83008,310557,214756,166700,108983,29938,83701,47241,99075,616575,756399,399681,206795,429659,518135,786345,625611,114410,67024,557773,245846,293067,84353,197580,90345,48265
M9,9409519,13875095,8816007,3269067,8207606,6437915,2633880,2052614,3599801,6559036,136104,479801,3631490,464372,264625,75282,211538,999974,598750,340343,102961,614601,297395,333370,1377435,85145,232683,179547,359646,73249,191921,897771,152398,1105863,950630,134062,903737,809746,878545,282996,78404,197499,265016,288882,49579,194619,117192,124826,369006,234678,209072,252695,130332,142587,142004,132585,85691,54101,137847,215336,1,1,1,394729,846777,836430,2023866,1930720,514641,501969,338190,80626,170912,45114,50187,352209,139376,118828,501926,729494,669795,453243,157307,497590,79890,307426,210792,166253,104045,29535,79179,48368,95452,631584,731535,405177,199726,416180,525844,782901,639111,109764,64234,556589,244271,287372,81204,190783,92079,51346
M10,9303714,13105487,8586414,3172100,7670849,6265523,2472509,1988470,3428416,6267555,128388,471196,3481612,455730,252529,71257,195661,995867,591346,326476,97790,586667,283405,319888,1289597,85608,223648,177615,344028,69430,189012,828897,146158,1086480,945641,129149,884787,751297,843940,265711,75929,186066,256789,271962,47577,184680,108647,121074,366817,225626,204649,244326,125680,134016,131189,124399,82747,52993,130067,204345,1,1,1,374991,808470,792649,1918392,1873206,489152,489370,323734,75644,160949,45190,48210,340653,135784,116540,487420,690746,663608,453135,159170,475894,79383,288649,204512,167131,108206,31116,80565,49468,96462,621218,700751,404681,194731,403398,506513,779391,613656,107705,65401,564638,244055,279751,81733,184767,92800,49703
M10,9496868,13784287,8710941,3233092,7847313,6485423,2486156,1971530,3395859,6462138,131116,473729,3474976,469018,255977,75596,205647,1020024,615919,343949,101041,607621,296197,319342,1347310,87043,228173,182518,348755,71945,190178,844202,149751,1088296,988180,132195,917623,776407,868619,275316,77965,195552,265246,279299,49648,189267,113260,127513,373502,235413,215118,243463,129007,136091,137792,127322,84251,55428,137502,208185,1,1,1,378136,829479,805902,1976780,1936037,495598,508115,325922,78589,160318,46430,49204,341168,139383,115590,503358,713947,669078,455593,160870,486198,81790,295478,207677,171388,107858,29930,79013,50490,96321,635842,712523,420689,198198,426754,511996,772021,620609,108403,63855,576738,245013,276099,79636,186926,94067,50147
M10,9341055,13612648,8507256,3194771,7797537,6542819,2504997,1965265,3390242,6339015,130680,466604,3431016,469444,254023,73427,204109,991259,600311,334046,96792,606094,293363,312188,1341314,84552,226939,179579,344426,70232,187415,835150,153066,1093129,965486,129346,912452,794100,888547,276252,77482,197892,260966,282269,47709,187348,110907,127013,379686,234007,209924,243930,130094,138500,137667,127666,82835,56374,138355,209706,1,1,1,377235,811475,814880,1987007,1920649,498543,504337,326596,77909,160820,46645,47794,350518,136269,117389,494794,694847,662777,451425,162484,482328,81190,294313,206742,168502,107351,29599,80541,48922,95336,613773,707868,405289,194691,422618,502390,769806,604736,105311,66190,559225,242231,266613,85411,185490,94390,50361
M10,9237931,13551474,8543644,3164758,7889842,6556568,2525202,1983410,3425141,6487922,125866,454721,3382179,460659,256526,73027,204882,987986,599692,342444,97423,597437,301001,318438,1363730,83241,226060,176776,342813,70799,184063,844446,155741,1093420,960062,130842,917162,793178,893444,276634,80382,200077,270123,279000,52133,186636,114754,123702,374959,237702,214983,243461,129453,139271,140152,130702,80335,55081,132007,209001,1,1,1,386125,836112,836108,2025683,1918853,502444,502279,331471,80292,162646,45242,47574,346997,135759,119614,495212,689038,674814,469538,162384,484103,82642,302484,211707,171751,110019,30206,83728,47463,97788,642702,749449,420244,205006,419545,502718,781452,604367,104286,65431,579001,238164,279340,82756,185016,89484,51398
M10,9282620,14046297,8473637,3191936,7917826,6615034,2563745,2010842,3509943,6610465,128239,456711,3458055,466477,260907,73172,205496,1006407,604151,339903,98456,605995,300482,318569,1381451,84165,230390,178733,344182,72821,190295,863674,152790,1103412,969754,130019,914515,791503,877346,271580,80219,198416,266495,280342,51825,187726,114324,125075,379129,235678,214958,130296,130257,138030,137171,130453,84272,55532,132165,212848,1,1,1,383522,843386,801840,1964230,1953272,505578,507887,337540,77749,163958,46566,47850,345646,138584,117231,507200,741890,667889,453877,160597,485970,82815,296885,212415,165103,103973,31257,79796,47136,97568,612378,707325,419639,197962,403914,497609,766309,628858,103688,63139,545276,241582,282731,80957,192323,88592,50388
M11,9593503,13510910,8577990,3244072,7602955,6525778,2489996,1960982,3435349,6341651,130153,476378,3467848,452983,252381,73874,203276,1002564,600947,340044,100363,600320,291840,318320,1297471,85837,222917,180592,343735,70162,188703,833906,152643,1088451,963433,128346,905282,771991,863023,269260,83246,193861,259000,281238,49187,188927,110355,130722,365190,233372,214428,242814,128251,141791,136992,125197,85433,54337,128389,207940,1,1,1,375848,823695,796795,1970834,1935805,490044,499886,325216,77403,161870,43826,46231,325356,138203,112364,484283,688707,629728,429094,154656,475171,79710,294789,201459,160270,102316,28255,78356,41708,93152,589602,701756,385570,196348,409024,490888,771072,603636,107382,65053,544276,236351,286349,80509,179893,84616,47624
M11,9216022,14286211,8541948,3092216,8114962,6521567,2545838,2011257,3512499,6522102,131995,468965,3575291,451398,261967,72841,210419,973437,595750,344868,101995,587605,297109,329298,1366919,85441,235296,173988,353176,71668,191640,870014,153655,1078484,947126,134003,888119,807893,885590,287935,80710,200707,263722,277935,50382,195056,114934,122601,373473,234295,212211,252175,126500,145978,141426,131908,81141,55356,141981,216842,1,1,1,383939,825489,847038,2040729,1880663,490621,501074,327926,82547,169344,45745,49448,354427,136517,122204,508909,725183,677487,454586,164901,498557,82622,299759,213472,171708,109290,30232,81401,46427,99655,633449,741545,412929,206625,423867,507395,780117,592728,107405,64993,569324,236190,283708,82126,180659,92077,49419
M11,9300427,13837939,8385806,3137576,7685826,6460421,2491139,1944363,3376625,6403156,125733,456415,3342440,456043,254080,71591,204158,998011,598148,334592,98767,602961,294618,311299,1321017,83014,221554,176258,338064,71884,186924,841882,146525,1061693,946081,128886,884947,779634,864092,276680,78745,194092,265908,280195,47450,186052,110623,122639,366517,229852,212482,239089,125044,141341,133638,128148,79007,52818,127175,207462,1,1,1,376379,807631,795888,2007425,1884488,487551,488867,320599,80328,159002,45644,49513,339266,135881,113252,497979,696489,659078,457327,163096,485784,82960,296301,210523,169363,108881,29000,82352,46719,97040,625387,717042,398995,203054,423310,489580,782675,586209,104528,64138,566323,242040,262984,81544,173805,91231,48014
M11,9443536,14201864,8763127,3243147,7781156,6388722,2455801,1972337,3401042,6327305,132725,481045,3530555,470257,256853,75790,205315,1008651,621816,339627,102124,611299,290615,330780,1314662,85678,224272,178198,353911,72393,193015,835410,148837,1105999,971884,131984,915662,771551,873202,276426,81344,192410,264712,285058,49690,190468,112394,123914,369418,231043,211239,249269,130221,135393,135291,127546,81752,56659,130612,211865,1,1,1,379006,846725,830744,1991704,1968920,500639,518252,332024,78979,160740,45740,49006,342834,139934,117248,507145,702982,664458,458355,160187,488067,78561,293145,202097,168594,107968,29955,79793,46900,97143,633931,693075,408949,194639,411520,501962,748905,622709,106523,62267,565517,242925,272927,78868,187318,93310,50527
M11,9372263,13358220,8630604,3236246,8004073,6321532,2546060,2025726,3488073,6318233,132950,479572,3496139,469102,257454,75302,203396,1003437,622299,338495,103381,616011,293272,330042,1322313,88114,227970,179451,350891,72846,190147,845486,148932,1118136,956277,134365,909860,777503,867831,272406,81938,194496,263980,288191,50724,197608,113171,123709,377205,228422,213419,254195,128899,141212,137912,131509,83720,56894,132860,214216,1,1,1,383066,856872,823796,2035897,2009544,509614,521709,344280,80611,164695,46663,48281,353615,141922,119321,502888,722589,677673,453625,164999,498212,79764,312052,215076,166817,108363,31545,80540,49725,96278,637120,739194,411344,204625,415134,515558,751258,633698,107090,64197,561578,243580,292136,81496,188443,89852,50068
M12,8115229,12126851,7618949,2977737,7113010,6114096,2314070,1845192,3203095,6034654,128121,465869,3319655,452519,244075,72120,194834,964605,576119,331890,97133,581858,280154,309118,1281539,82673,218445,177040,341566,72341,188888,827303,148452,1090935,954816,130009,904138,768284,872812,271136,80507,195541,267677,284637,51142,190517,111650,125771,374997,232791,212393,252297,131196,143490,139404,130524,84031,55140,128662,212874,1,1,1,382574,839375,812523,2017388,1947367,502134,498828,339326,79845,165357,47223,47975,356440,143609,117208,508000,730625,664701,469361,166731,506987,85395,306818,212985,169691,105977,29951,82299,49346,96890,643771,714026,418574,202571,410263,514110,776507,639588,109609,65021,572023,245250,277865,84314,190275,92028,51463
M12,7954829,12349474,7424440,2884877,7455106,6145118,2395934,1903737,3308972,6098521,121649,451442,3356140,440980,247988,69976,200734,923411,560027,335137,98536,556552,295597,311201,1331461,82338,228165,170748,340435,71834,185942,860321,150512,1070836,950226,130714,889022,791575,868449,280984,81519,199113,265154,274591,49201,187366,114105,124821,367751,239922,212946,247117,127277,145990,141965,130469,87759,53196,131739,214204,1,1,1,393260,851087,847569,2054144,1901014,503397,505708,329333,82049,168398,46664,50272,352941,134573,119395,500238,730609,693951,467347,166151,495881,84071,295355,215733,175671,109693,29972,82436,47654,94309,642985,737464,417846,203984,433090,520017,791297,596409,112492,67560,593031,243794,287275,86021,185581,91754,51024
