Mix,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110
EM3,7901383,11835798,7049461,2613626,6575245,5406350,2117309,1647308,2870138,5357412,111208,401351,2811466,391550,227768,61879,182557,862370,519359,296354,83774,517585,259946,282984,1110249,70926,195903,151751,296872,53892,146781,687594,121356,873939,763981,107361,711599,634221,729220,228944,63754,159232,208633,216867,39149,151918,95706,101118,296524,188142,170863,194347,102422,111751,111142,105255,64849,48031,108358,170926,1,1,1,340132,732040,728039,1763569,1684189,434895,421135,283458,67980,145450,39231,41924,306259,120129,97809,420523,614443,557628,391281,134512,423355,69433,258973,181510,140388,93073,26492,64749,38074,87505,545788,672166,364224,183879,376900,447905,703895,545389,93156,57748,515266,215560,250376,71379,158322,80118,41690
EM3,7861728,11354540,7135255,2599769,6400242,5107727,2055675,1615197,2870843,5175129,110048,395123,2790355,375516,218426,63481,175124,842697,502470,283659,84672,506451,251972,278895,1081532,71507,193910,150337,298229,55159,149307,687773,115223,872357,743395,106260,701543,624837,692106,222922,61280,155045,201400,228044,38107,154984,92573,95796,289817,182144,164261,194256,100603,111090,108027,102509,66940,43674,108943,167466,1,1,1,336965,720754,696002,1705163,1679467,435277,425838,280947,67334,141627,39225,39530,294014,116569,98428,428807,609327,566985,396091,139554,420541,71136,252063,182855,143937,92113,24404,68567,63845,143311,901080,1078517,597750,310616,620766,742805,1134236,854449,148097,92968,747416,322511,376434,113437,235177,121792,67221
EM3,8042473,11661027,7229562,2637890,6661993,5220453,2114976,1656070,2911032,5282474,112216,401338,2873114,386180,225038,61538,174256,839176,511966,294037,86881,512546,256316,290200,1115216,72582,199586,151387,302204,56829,152094,689716,119535,865626,741572,107112,697827,637420,710037,226722,63672,162405,206321,225051,38624,152690,97371,97039,292413,186607,167089,196590,99889,112291,112683,104356,67817,45478,112593,173452,1,1,1,338129,743192,714047,1712732,1710749,439775,438085,289337,69553,147412,39617,41846,309086,121754,99245,440465,649495,589938,407077,140503,432017,72191,264312,185234,146932,95201,27712,71095,37637,85728,567870,669653,617663,303140,633260,717756,1154980,891973,164457,98783,847362,357625,417452,125704,266107,134126,71075
EM3,8105487,11770173,7248314,2683632,6556178,5304991,2099649,1657107,2897327,5292468,113589,400474,2835845,383945,228553,62728,176469,842323,515206,295792,87518,521436,258791,287348,1107917,71534,202036,154733,304247,57241,151210,698207,116078,854652,734621,107493,698179,631055,698407,223661,62549,155484,205373,224969,37886,155870,97753,97894,293177,186055,170118,198981,103241,108834,109896,103973,65945,43913,105696,172124,1,1,1,338116,764638,720106,1730057,1709981,439958,429629,289920,67721,146963,37888,40673,304605,119700,100022,434879,610658,581751,399730,138947,421033,71787,257675,180110,148828,93734,27644,69944,37499,89248,565590,669223,375802,182218,394790,447976,711644,548015,96729,58561,521268,218879,253411,76907,164433,84390,44825
EM3,8168158,11895098,7325583,2661087,6330448,5398951,2031218,1580323,2821804,5146469,114011,409954,2846576,394656,216063,63592,171263,876541,520669,287377,87128,524378,250081,285367,1072059,73408,191583,155597,303993,58238,152891,677218,119722,890155,773110,106800,734658,620978,703003,219643,62893,155112,215922,227660,39505,155736,94986,99354,297187,187539,171101,197391,103764,111001,109224,104943,67696,44926,106618,172103,1,1,1,336785,744415,726654,1744278,1780576,440573,444702,290173,68052,149525,39492,42452,303582,120639,104590,445041,624068,584432,412805,143051,428932,72498,266607,193006,150193,94887,26247,72717,41009,88556,550625,677056,362391,185481,385381,464284,716033,576441,98093,56471,810713,369521,427879,122238,277897,136835,75782
EM3,8106632,12110915,7332297,2648152,6442003,5418326,2096834,1623644,2807358,5357384,112057,405062,2830957,402744,222767,66138,177686,869916,530204,297326,85699,528750,254936,276716,1096068,75246,192614,153109,303823,58346,152677,684155,121941,899321,785365,104717,730780,623476,716987,220125,62102,155614,215144,224939,38543,153877,94861,99447,298237,181983,172077,196907,106408,109022,108498,104053,66560,46115,109280,169772,1,1,1,338857,720905,734807,1755364,1734881,435038,433972,281744,67993,143359,40541,43261,304965,121770,104458,450963,622627,597341,418345,143613,425568,72373,267979,190625,147830,96544,27339,70688,36374,86726,554562,680862,604534,309271,640256,759273,1130152,917584,165270,96940,825926,349317,427659,119983,274316,133103,69191
EM3,8309519,12074567,7466534,2681821,6514897,5305715,2094721,1648043,2889348,5185276,115529,414197,2831168,402432,218326,64063,175273,883062,530203,290375,89058,525882,255295,282054,1085398,73904,200767,155751,306176,57878,153555,686871,121794,895354,764681,110525,727985,620649,701064,227375,64105,157767,211454,231802,39453,154300,95139,102668,301166,182891,174412,195889,104813,114447,112324,105137,67772,46587,110765,172261,1,1,1,341225,741458,718474,1764274,1764469,443244,442066,292706,68272,147278,39134,41918,300150,121749,101249,449852,630176,604726,410013,144552,426765,71996,261629,187743,150347,96786,26154,71196,37260,86981,563784,1096878,606350,303888,610481,720804,1186815,877757,163724,99401,860231,358746,419727,124484,277314,132026,70166
EM3,8090662,11715525,7279688,2642208,6687959,5369146,2130467,1678848,2903501,5351389,115774,407431,2901954,390629,230982,62378,181263,845512,519047,296973,88011,512349,263079,287692,1125736,75017,201464,155397,306714,56710,153486,716860,120449,875489,768773,108698,713997,650676,732898,232084,63830,164765,214216,225111,39917,154968,97703,102449,306222,191502,174740,201464,102298,116376,113777,110012,67128,49724,109435,174931,1,1,1,350174,766261,744156,1801539,1759149,449968,436755,296762,70050,150965,39448,43025,307978,125224,103815,432001,637581,590233,400086,139581,441029,71103,276763,183307,149820,98655,26540,69676,38224,147063,934372,1097563,632608,298128,659514,767959,1196887,914053,160661,93986,795158,320513,373319,113994,261912,128977,69458
EM3,8018639,12404615,7184913,2600392,6728216,5529223,2161721,1682466,2940225,5513705,112872,406768,2820606,407637,226589,64891,182758,895118,533396,305152,88001,541357,267790,285217,1135095,75640,200426,158489,308714,59588,159148,687603,125016,912024,795219,107961,744236,654908,727794,233081,65080,162568,218614,237022,41521,154238,97516,102491,309981,187803,178313,203758,108371,114542,113733,105956,66311,47373,111031,173483,1,1,1,348104,750685,765101,1837219,1834864,454546,440776,292411,70883,149699,41362,44552,316855,122180,107264,450604,641715,604330,423213,144374,438552,73442,276726,318510,245945,158607,46988,113400,65693,138043,889589,969987,541376,263628,534394,670771,979007,743932,111716,68047,552309,240583,285110,78251,188578,91507,50127
EM4,8387045,11707991,7337548,2740290,6661173,5304337,2112057,1603828,2958961,5226213,112977,409355,2888775,390172,227415,63267,180214,845874,511748,293214,89091,509564,258725,291475,1113258,74040,206381,149458,303350,57273,154917,719508,120003,878082,776573,112681,719296,643461,711852,233180,64964,162710,212815,228271,39045,156706,96980,102396,298615,191417,179361,201203,105058,114532,116085,109812,66951,44924,110184,177690,1,1,1,337698,704363,699029,1746595,1612590,427069,431651,307375,119606,237846,67196,70607,477631,194737,161396,667938,1005072,940129,620844,234596,700719,118448,445719,280279,232860,150902,37166,105814,60339,124837,788774,746356,406539,213061,411505,476712,757847,593880,96096,58249,517350,220076,262957,78741,174059,80773,47512
EM4,8457149,11514065,7215467,2716383,6762100,5357218,2116421,1621050,2970473,5203548,109430,403938,2863778,394686,227449,61605,180761,851721,522241,294787,87810,517379,258246,289537,1116911,73956,202092,147278,299535,56205,151950,714847,120139,875342,765905,111802,717241,648066,713417,232739,64220,157753,211126,223434,39178,157041,97025,104024,307320,189404,175101,200015,103632,114059,115468,107842,65338,49122,109366,176419,1,1,1,341535,699885,672489,1725062,1643934,672722,693704,476631,116859,230405,66918,70165,481841,197277,159616,662840,957442,899969,597546,223776,660688,116981,414098,246071,211353,135004,35176,93395,56477,102339,638960,686620,394175,204808,386975,460215,731969,551706,98048,56152,524954,222626,263130,75325,166398,83995,46039
EM4,8280778,11691268,7208196,2682141,6840094,5518591,2130389,1647048,2964312,5308698,111644,401087,2830763,396315,229201,63148,181598,851359,513080,296456,87878,514711,259630,281935,1109935,73869,201251,150950,295156,57255,154010,721219,124763,897921,784123,111613,748801,655325,739804,237454,67104,160275,213964,229103,38307,155827,97108,103643,309037,195746,178113,205106,105392,118112,116554,110615,67075,48346,106111,178263,1,1,1,370928,770861,758493,1904712,1765636,468140,463778,324556,80591,159829,45778,47500,325766,128653,108959,452403,663710,623033,411159,156780,452864,79938,295084,187926,166076,105960,27391,72161,46633,102218,620879,700613,393764,206711,395963,462831,744752,567891,97313,58889,530827,225342,262033,76842,171379,82754,47845
EM4,8202049,11774598,7144788,2635070,6802018,5468829,2144417,1633420,2951228,5331578,109674,393708,2790260,403059,218139,62758,180550,863225,526130,289801,86058,526115,258093,279062,1114637,75312,202483,150150,291744,58246,154581,705851,125174,912757,795841,109793,745108,647135,728365,229570,67155,162097,217674,234872,39141,155447,95357,105231,309356,191812,182806,203260,110147,114302,114113,110568,67913,45292,111160,174309,1,1,1,362628,764058,752010,1867059,1808065,460394,477697,319038,79575,155700,44988,48111,328443,125539,112020,463328,663505,609543,412833,152785,449972,79044,297076,187850,160962,101024,26697,69655,42944,95917,605057,712565,404216,201739,389416,442613,728587,556329,98316,56579,528126,219683,258380,75367,168647,86284,49812
EM4,8159782,12388502,7198960,2726514,6809486,5616528,2162865,1641526,2945220,5283258,113572,414444,2872011,403640,220754,64622,178350,882021,531141,290031,89172,542382,257762,281890,1101987,75145,204950,154548,301628,57369,162229,714101,126782,938386,821835,123760,823756,700119,769287,249856,71267,171853,239864,261397,45927,174073,104718,115957,322535,207026,195259,224167,118291,124758,127109,118051,76320,51959,120562,194205,1,1,1,352472,743449,718023,1809854,1758622,456920,459203,319248,76970,148477,42801,46037,316070,128348,108450,448408,620943,601588,404196,158284,443083,79536,290666,193048,161138,103020,28001,73622,44474,94670,591054,664038,412836,209507,391834,492763,744418,604473,98465,57183,542535,229367,259505,77706,177135,88212,51766
EM4,8461794,12433812,7573160,2772536,6677349,5606605,2090304,1603915,2984895,5256041,114880,420678,2933009,403952,225228,66496,179549,864754,526461,288782,90035,541186,256539,291864,1094496,77941,206833,150951,308226,61134,162966,718371,122029,918712,761175,110003,729258,652808,707388,233873,64429,163094,208287,232519,40506,157055,98470,101994,309541,187924,174049,209630,107966,119028,115703,116775,74810,50206,122165,194129,1,1,1,360628,753496,734208,1833264,1813029,450916,448679,318921,75526,151471,44254,45105,306676,127769,106255,443973,628081,604116,411633,147181,447792,80480,286462,188801,156865,104778,26750,72812,42475,91978,576676,695598,376851,194679,372381,470064,677765,566256,97813,56819,517135,225154,257022,74907,182012,86127,50318
EM4,8363303,11662220,7247147,2706903,6701552,5467162,2144482,1650232,2981973,5341301,110367,397578,2841217,394340,228033,63479,184519,854485,517460,293868,87862,517186,262281,286581,1125216,74397,205085,146506,294816,57989,155983,720429,123407,899003,788159,113001,755518,672460,736480,236922,64705,164084,214986,229445,40082,153360,98412,106081,333253,215221,194395,218489,117046,125686,128452,120356,74183,53346,117880,190791,1,1,1,355777,737692,731071,1845235,1700764,447511,447929,308910,76672,153806,43709,45560,319171,125468,107607,439121,649256,585713,399066,148740,447446,77683,294709,194716,161766,105751,28559,74106,42719,95673,609105,708792,392754,201915,387043,453337,727378,567161,101168,59272,536616,228488,268723,78763,173517,84703,49569
EM4,8139474,12306827,7258387,2701307,6686570,5559441,2128208,1625174,2940209,5282465,108490,411671,2792196,404760,220855,65045,179755,855939,529175,290722,89392,531589,259364,280806,1099272,75614,198938,148653,301774,58561,158561,709195,125080,932697,788869,109011,754242,642635,718611,227484,66128,158830,221267,234317,43564,170948,100118,112185,330204,204159,188618,225911,117494,123953,123459,118372,75102,50605,119572,190228,1,1,1,356159,741567,724170,1795951,1805384,440116,454515,315775,74983,149912,42841,45928,312224,122953,107696,450415,634960,602406,414445,154566,442733,80758,295404,189103,161498,102893,27979,71210,43432,95134,615970,699789,401157,196904,384281,452407,746451,542139,97597,59665,529657,223171,267199,74879,172785,82121,47644
EM4,8401368,12093852,7355110,2754486,6687229,5302844,2136031,1639100,3057736,5183003,114003,418615,2853039,392635,226437,63447,176315,856891,524048,289212,87779,526978,261250,286128,1120019,77116,204446,150928,301044,60199,159048,732322,121922,916056,783278,114604,750717,657104,725586,233369,66862,166023,214561,237975,42833,169753,102358,111951,326125,206410,188454,223025,117073,125976,124418,116285,74850,50942,122781,189001,1,1,1,355250,739766,710733,1773207,1709181,444928,437745,313280,77578,150565,43814,47021,310600,125380,104764,440076,626704,603215,409575,155229,441611,81032,293640,191436,157795,99818,27396,72315,41465,93278,582253,671481,384520,197474,370861,467258,703749,581820,94706,54291,513454,225440,252243,73672,170330,86372,47283
